Name,Coefficient
Intercept,48.788
erster_monat_kohorte_fg,47.345
rabatt_indexiert,0.01
monat_monat_10,1.165
monat_monat_11,0.348
monat_monat_12,3.237
monat_monat_2,0.319
monat_monat_3,1.241
monat_monat_4,-0.026
monat_monat_5,-0.174
monat_monat_6,0.191
monat_monat_7,0.188
monat_monat_8,-2.178
monat_monat_9,-0.899
monat_jahreszeit_Herbst,0.614
monat_jahreszeit_Sommer,-1.8
monat_jahreszeit_Winter,0.145
kohorte_jahreszeit_Herbst,5.467
kohorte_jahreszeit_Sommer,7.207
kohorte_jahreszeit_Winter,-0.977
