Name,Coefficient
Intercept,-1774368794439.354
erster_monat_kohorte_fg,0.661
kohorte_monat_10,2578164101153.608
kohorte_monat_11,2578164101153.484
kohorte_monat_12,-0.025
kohorte_monat_2,-0.025
kohorte_monat_3,1774368794443.236
kohorte_monat_4,1774368794443.246
kohorte_monat_5,1774368794443.26
kohorte_monat_6,-3267666660429.59
kohorte_monat_7,-3267666660429.594
kohorte_monat_8,-3267666660429.328
kohorte_monat_9,2578164101153.658
monat_jahreszeit_Herbst,-0.002
monat_jahreszeit_Sommer,-0.046
monat_jahreszeit_Winter,0.016
kohorte_jahreszeit_Herbst,-803795306710.2
kohorte_jahreszeit_Sommer,5042035454872.822
kohorte_jahreszeit_Winter,1774368794443.249
