Name,Coefficient
Intercept,52.799
monate_seit_einfuehrung_programm_kohorte,-0.293
rabatt_indexiert,0.01
monat_monat_10,2.569
monat_monat_11,1.186
monat_monat_12,2.612
monat_monat_2,1.417
monat_monat_3,2.504
monat_monat_4,0.781
monat_monat_5,0.116
monat_monat_6,-0.983
monat_monat_7,-0.85
monat_monat_8,-2.099
monat_monat_9,-0.188
kohorte_monat_10,3.31
kohorte_monat_11,1.276
kohorte_monat_12,-1.479
kohorte_monat_2,-0.432
kohorte_monat_3,0.791
kohorte_monat_4,2.627
kohorte_monat_5,4.036
kohorte_monat_6,0.889
kohorte_monat_7,2.891
kohorte_monat_8,16.482
kohorte_monat_9,12.569
