Name,Coefficient
Intercept,53.539
rabatt_indexiert,0.014
kohorte_monat_1,-0.24
kohorte_monat_10,-3.018
kohorte_monat_11,-3.442
kohorte_monat_12,-1.62
kohorte_monat_2,-1.179
kohorte_monat_3,-1.572
kohorte_monat_4,-0.272
kohorte_monat_5,0.741
kohorte_monat_6,-5.62
kohorte_monat_7,-3.879
kohorte_monat_8,11.961
kohorte_monat_9,8.141
monat_jahreszeit_Frühling,0.379
monat_jahreszeit_Herbst,0.869
monat_jahreszeit_Sommer,-2.187
monat_jahreszeit_Winter,0.938
kohorte_jahreszeit_Frühling,-1.103
kohorte_jahreszeit_Herbst,1.681
kohorte_jahreszeit_Sommer,2.461
kohorte_jahreszeit_Winter,-3.039
