MONATE_SEIT_EINFUEHRUNG_PROGRAMM_KOHORTE,MONAT,KOHORTE,ERSTER_MONAT_KOHORTE_FG,MONATE_SEIT_EXISTENZ_KOHORTE,KOHORTENGROESSE_INDEXIERT,KOHORTENGROESSE_KUMULIERT_INDEXIERT,IDENTIFIZIERTE_KUNDEN_INDEXIERT,RETENTIONRATE,UMSATZ_INDEXIERT,MONATLICHER_UMSATZ_INDEXIERT,UMSATZANTEIL_KOHORTE,ANZ_BONS_INDEXIERT,ABVERKAUF_INDEXIERT,RABATT_INDEXIERT,FREQUENZ_INDEXIERT,DURCHSCHNITTSBON_INDEXIERT,STUECKBON_INDEXIERT,UMSATZ_JE_KUNDE_INDEXIERT,ABVERKAUF_JE_KUNDE_INDEXIERT,RABATT_JE_KUNDE_INDEXIERT
7,201609,201505,0,16,23.33,142.97,10.87,46.612800,16.96,168.55,0.001704888000,19.24,15.22,34.71,176.93,88.15,79.14,155.97,140.02,319.21
7,201610,201505,0,17,23.33,142.97,11.66,50.000000,18.96,197.33,0.001628117000,20.59,16.87,42.05,176.51,92.10,81.93,162.56,144.62,360.52
7,201611,201505,0,18,23.33,142.97,11.93,51.142300,19.31,193.64,0.001690192400,20.35,16.40,71.52,170.57,94.92,80.60,161.90,137.48,599.50
7,201612,201505,0,19,23.33,142.97,12.14,52.035700,21.64,237.22,0.001545971100,20.28,17.22,59.13,167.05,106.74,84.93,178.30,141.87,487.13
7,201701,201505,0,20,23.33,142.97,11.51,49.349700,18.38,202.51,0.001537797200,18.10,15.10,32.54,157.27,101.51,83.43,159.65,131.21,282.70
7,201702,201505,0,21,23.33,142.97,11.83,50.695500,19.08,194.83,0.001659724000,19.34,16.10,53.26,163.55,98.67,83.27,161.38,136.19,450.39
7,201703,201505,0,22,23.33,142.97,12.35,52.940500,22.19,245.71,0.001530027100,22.52,18.35,60.58,182.35,98.52,81.51,179.66,148.63,490.57
7,201704,201505,0,23,23.33,142.97,11.82,50.678600,19.80,210.78,0.001591456500,20.33,16.52,47.22,172.00,97.36,81.27,167.46,139.78,399.46
7,201705,201505,0,24,23.33,142.97,11.90,50.995200,21.74,235.78,0.001562394400,22.12,18.45,34.30,185.94,98.29,83.42,182.76,155.11,288.32
7,201706,201505,0,25,23.33,142.97,11.75,50.356300,20.59,222.73,0.001566513800,21.09,18.14,34.74,179.54,97.63,86.01,175.29,154.42,295.80
7,201707,201505,0,26,23.33,142.97,11.39,48.812500,19.70,220.90,0.001511489100,20.28,17.91,35.79,178.14,97.15,88.29,173.05,157.28,314.36
7,201708,201505,0,27,23.33,142.97,11.11,47.630600,18.75,211.60,0.001501782400,19.38,16.54,26.03,174.45,96.75,85.35,168.79,148.90,234.27
8,201506,201506,1,0,23.11,147.57,23.11,100.000000,24.35,131.75,0.003132384600,25.65,22.48,29.90,111.00,94.96,87.66,105.41,97.30,129.40
8,201507,201506,0,1,23.11,147.57,14.82,64.126300,22.35,141.43,0.002677652800,25.47,21.41,21.99,171.93,87.73,84.05,150.83,144.51,148.42
8,201508,201506,0,2,23.11,147.57,13.41,58.023600,18.78,132.63,0.002399678000,22.37,18.30,16.61,166.86,83.96,81.79,140.09,136.49,123.87
8,201509,201506,0,3,23.11,147.57,12.82,55.477500,16.69,127.05,0.002226412900,20.03,15.26,13.78,156.26,83.34,76.19,130.23,119.07,107.53
8,201510,201506,0,4,23.11,147.57,11.91,51.544200,16.89,140.60,0.002035454400,19.06,14.85,14.40,160.02,88.62,77.90,141.81,124.66,120.90
8,201511,201506,0,5,23.11,147.57,10.95,47.388300,16.09,136.74,0.001994443900,17.61,13.68,14.03,160.86,91.38,77.68,146.99,124.96,128.18
8,201512,201506,0,6,23.11,147.57,11.06,47.867800,18.20,167.20,0.001844075300,16.98,14.15,16.49,153.51,107.17,83.32,164.52,127.90,149.07
8,201601,201506,0,7,23.11,147.57,10.68,46.200800,16.16,151.10,0.001812061300,16.82,13.23,15.72,157.58,96.06,78.63,151.37,123.90,147.23
8,201602,201506,0,8,23.11,147.57,10.85,46.948700,16.24,138.42,0.001988250300,17.11,13.08,21.83,157.72,94.92,76.47,149.72,120.61,201.23
8,201603,201506,0,9,23.11,147.57,11.01,47.662300,17.94,171.54,0.001771664100,19.01,14.39,19.97,172.61,94.35,75.72,162.86,130.70,181.36
8,201604,201506,0,10,23.11,147.57,10.81,46.794500,18.00,172.53,0.001767945300,18.76,14.44,26.26,173.48,95.96,76.97,166.48,133.53,242.85
8,201605,201506,0,11,23.11,147.57,10.82,46.823100,18.77,183.72,0.001730939000,19.91,15.67,24.74,184.04,94.25,78.68,173.46,144.81,228.65
8,201606,201506,0,12,23.11,147.57,11.39,49.283600,19.56,182.30,0.001818422300,20.91,16.89,32.40,183.63,93.55,80.79,171.79,148.36,284.50
8,201607,201506,0,13,23.11,147.57,11.26,48.746900,19.53,191.25,0.001730519300,20.75,17.57,28.98,184.24,94.12,84.67,173.40,155.99,257.29
8,201608,201506,0,14,23.11,147.57,10.94,47.331200,17.30,174.95,0.001676171800,18.81,15.57,27.33,172.04,91.98,82.76,158.24,142.38,249.88
8,201609,201506,0,15,23.11,147.57,10.80,46.726000,16.79,168.55,0.001687545400,19.17,15.12,35.44,177.56,87.56,78.85,155.47,140.01,328.22
8,201610,201506,0,16,23.11,147.57,11.23,48.609900,18.24,197.33,0.001566180200,20.05,16.23,41.69,178.47,90.99,80.99,162.38,144.54,371.15
8,201611,201506,0,17,23.11,147.57,11.49,49.746000,18.19,193.64,0.001592127900,19.61,15.59,69.92,170.65,92.76,79.47,158.29,135.62,608.29
8,201612,201506,0,18,23.11,147.57,11.83,51.184600,20.96,237.22,0.001497292500,19.96,16.84,61.11,168.79,105.00,84.38,177.23,142.41,516.72
8,201701,201506,0,19,23.11,147.57,11.06,47.862100,17.75,202.51,0.001485520200,17.47,14.66,32.48,157.97,101.62,83.90,160.53,132.53,293.70
8,201702,201506,0,20,23.11,147.57,11.38,49.260700,18.11,194.83,0.001574913500,18.56,15.41,52.03,163.05,97.57,83.04,159.09,135.39,457.08
8,201703,201506,0,21,23.11,147.57,11.90,51.487100,21.34,245.71,0.001471597400,21.71,17.70,59.96,182.48,98.30,81.53,179.37,148.78,504.02
8,201704,201506,0,22,23.11,147.57,11.45,49.563300,19.21,210.78,0.001544094900,19.81,16.28,46.55,172.94,96.98,82.21,167.72,142.18,406.48
8,201705,201506,0,23,23.11,147.57,11.32,48.975300,20.45,235.78,0.001469740000,21.16,17.51,32.33,187.00,96.64,82.73,180.72,154.71,285.69
8,201706,201506,0,24,23.11,147.57,11.39,49.283600,20.18,222.73,0.001535635500,20.78,18.05,34.95,182.49,97.13,86.84,177.25,158.47,306.91
8,201707,201506,0,25,23.11,147.57,11.04,47.799300,19.37,220.90,0.001486143400,20.29,17.73,36.01,183.70,95.49,87.39,175.41,160.53,326.01
8,201708,201506,0,26,23.11,147.57,10.91,47.228400,18.76,211.60,0.001502301400,19.40,16.67,25.69,177.80,96.69,85.94,171.91,152.80,235.40
9,201507,201507,1,0,23.65,152.27,23.65,100.000000,25.34,141.43,0.003036440300,25.70,23.52,21.79,108.66,98.60,91.52,107.14,99.45,92.14
9,201508,201507,0,1,23.65,152.27,15.02,63.517700,21.56,132.63,0.002754563400,25.70,21.04,17.77,171.07,83.88,81.87,143.50,140.06,118.26
9,201509,201507,0,2,23.65,152.27,13.46,56.909400,18.06,127.05,0.002408760700,21.42,16.61,13.92,159.16,84.30,77.53,134.17,123.40,103.38
9,201510,201507,0,3,23.65,152.27,12.48,52.754900,17.53,140.60,0.002113025000,20.00,15.41,13.55,160.30,87.65,77.05,140.51,123.52,108.58
9,201511,201507,0,4,23.65,152.27,11.40,48.176400,16.81,136.74,0.002083334400,18.29,14.28,13.82,160.54,91.90,78.07,147.53,125.33,121.25
9,201512,201507,0,5,23.65,152.27,11.26,47.596500,18.60,167.20,0.001885120200,17.46,14.46,15.96,155.08,106.54,82.81,165.22,128.42,141.72
9,201601,201507,0,6,23.65,152.27,11.00,46.503500,16.78,151.10,0.001881507800,17.29,13.80,15.24,157.15,97.06,79.84,152.53,125.46,138.51
9,201602,201507,0,7,23.65,152.27,10.93,46.207900,16.40,138.42,0.002007474800,17.21,13.31,21.48,157.46,95.29,77.31,150.03,121.74,196.49
9,201603,201507,0,8,23.65,152.27,10.95,46.313900,18.10,171.54,0.001788150900,18.99,14.67,19.20,173.32,95.34,77.29,165.25,133.96,175.29
9,201604,201507,0,9,23.65,152.27,10.89,46.051800,18.20,172.53,0.001787165400,18.81,14.68,24.67,172.66,96.75,78.08,167.05,134.82,226.46
9,201605,201507,0,10,23.65,152.27,10.71,45.271000,18.49,183.72,0.001705798800,19.77,15.52,24.51,184.58,93.57,78.50,172.71,144.90,228.94
9,201606,201507,0,11,23.65,152.27,11.17,47.211700,19.03,182.30,0.001768638500,20.36,16.39,31.10,182.30,93.47,80.54,170.39,146.82,278.52
9,201607,201507,0,12,23.65,152.27,11.52,48.683900,20.17,191.25,0.001787410000,21.03,18.05,29.93,182.60,95.94,85.84,175.19,156.74,259.95
9,201608,201507,0,13,23.65,152.27,11.00,46.486700,17.92,174.95,0.001736087200,19.16,16.09,28.25,174.28,93.53,83.95,163.01,146.32,256.95
9,201609,201507,0,14,23.65,152.27,10.58,44.724500,16.62,168.55,0.001670919800,19.01,15.11,34.44,179.67,87.44,79.50,157.11,142.85,325.52
9,201610,201507,0,15,23.65,152.27,11.29,47.735900,18.40,197.33,0.001579997600,20.18,16.42,42.44,178.71,91.19,81.35,162.96,145.38,375.86
9,201611,201507,0,16,23.65,152.27,11.34,47.959000,18.25,193.64,0.001597189000,19.59,15.67,69.56,172.67,93.18,79.98,160.89,138.11,613.21
9,201612,201507,0,17,23.65,152.27,11.85,50.117100,21.49,237.22,0.001534887300,20.30,17.17,59.31,171.21,105.87,84.59,181.26,144.83,500.30
9,201701,201507,0,18,23.65,152.27,11.04,46.659600,18.08,202.51,0.001513002400,17.89,14.94,31.66,162.14,101.05,83.50,163.83,135.38,286.87
9,201702,201507,0,19,23.65,152.27,11.30,47.791700,18.53,194.83,0.001611225600,18.83,15.74,52.73,166.58,98.38,83.57,163.88,139.20,466.47
9,201703,201507,0,20,23.65,152.27,11.85,50.106000,21.52,245.71,0.001484218000,21.94,17.93,59.86,185.13,98.09,81.72,181.59,151.28,505.04
9,201704,201507,0,21,23.65,152.27,11.38,48.098400,18.99,210.78,0.001526767000,19.72,16.06,45.23,173.31,96.32,81.47,166.93,141.19,397.60
9,201705,201507,0,22,23.65,152.27,11.19,47.295300,20.66,235.78,0.001484974300,21.37,17.65,32.66,191.00,96.70,82.60,184.70,157.76,291.94
9,201706,201507,0,23,23.65,152.27,11.33,47.880900,20.65,222.73,0.001571092000,21.10,18.35,35.39,186.28,97.88,86.97,182.34,162.02,312.48
9,201707,201507,0,24,23.65,152.27,11.39,48.165300,20.26,220.90,0.001554063100,21.01,18.52,37.07,184.39,96.44,88.15,177.82,162.53,325.41
9,201708,201507,0,25,23.65,152.27,11.12,47.027700,18.71,211.60,0.001498652000,19.49,16.68,25.69,175.21,96.02,85.57,168.24,149.93,230.94
10,201508,201508,1,0,23.71,156.98,23.71,100.000000,22.14,132.63,0.002829061900,24.04,21.07,15.99,101.43,92.09,87.62,93.40,88.88,67.47
10,201509,201508,0,1,23.71,156.98,14.15,59.676200,18.06,127.05,0.002408059800,21.83,16.67,12.99,154.30,82.72,76.37,127.63,117.83,91.83
10,201510,201508,0,2,23.71,156.98,12.77,53.861600,17.19,140.60,0.002072179600,19.70,15.31,12.64,154.25,87.30,77.74,134.66,119.91,99.01
10,201511,201508,0,3,23.71,156.98,11.25,47.451600,15.94,136.74,0.001974759000,17.63,13.63,13.13,156.73,90.39,77.28,141.66,121.13,116.68
10,201512,201508,0,4,23.71,156.98,11.14,47.000900,17.81,167.20,0.001804787100,16.61,13.90,14.25,149.12,107.19,83.65,159.83,124.74,127.87
10,201601,201508,0,5,23.71,156.98,10.70,45.153600,15.71,151.10,0.001761439600,16.26,12.98,13.84,151.90,96.60,79.83,146.74,121.27,129.34
10,201602,201508,0,6,23.71,156.98,10.63,44.853100,15.42,138.42,0.001887819300,16.43,12.58,19.92,154.53,93.85,76.58,145.03,118.34,187.39
10,201603,201508,0,7,23.71,156.98,10.70,45.120200,16.89,171.54,0.001668401400,17.96,13.68,17.62,167.88,94.06,76.17,157.91,127.87,164.69
10,201604,201508,0,8,23.71,156.98,10.63,44.830800,17.14,172.53,0.001683008900,17.82,13.89,22.71,167.71,96.14,77.95,161.24,130.73,213.69
10,201605,201508,0,9,23.71,156.98,10.49,44.263300,17.58,183.72,0.001621314600,18.86,14.87,22.04,179.73,93.21,78.84,167.52,141.70,210.08
10,201606,201508,0,10,23.71,156.98,10.86,45.815700,17.75,182.30,0.001649903100,19.24,15.41,27.39,177.16,92.25,80.11,163.43,141.93,252.18
10,201607,201508,0,11,23.71,156.98,11.06,46.644800,18.44,191.25,0.001633523600,19.34,16.66,25.41,174.93,95.31,86.14,166.73,150.68,229.81
10,201608,201508,0,12,23.71,156.98,10.68,45.053400,16.58,174.95,0.001606016300,18.04,15.04,25.19,168.90,91.91,83.37,155.25,140.82,235.83
10,201609,201508,0,13,23.71,156.98,10.25,43.245000,15.50,168.55,0.001558166000,18.16,14.06,32.04,177.17,85.33,77.43,151.18,137.18,312.57
10,201610,201508,0,14,23.71,156.98,10.76,45.376100,16.95,197.33,0.001455190900,19.01,15.16,37.25,176.69,89.16,79.74,157.54,140.90,346.27
10,201611,201508,0,15,23.71,156.98,10.96,46.249700,17.19,193.64,0.001504317000,18.67,14.86,64.84,170.32,92.06,79.60,156.79,135.58,591.41
10,201612,201508,0,16,23.71,156.98,11.33,47.796600,19.87,237.22,0.001419517200,18.94,15.99,54.07,167.14,104.93,84.44,175.38,141.12,477.24
10,201701,201508,0,17,23.71,156.98,10.61,44.752900,16.81,202.51,0.001406585900,16.75,13.96,28.67,157.89,100.35,83.33,158.45,131.56,270.28
10,201702,201508,0,18,23.71,156.98,10.89,45.921400,16.99,194.83,0.001477489800,17.59,14.53,48.30,161.61,96.56,82.61,156.05,133.51,443.64
10,201703,201508,0,19,23.71,156.98,11.09,46.800600,19.63,245.71,0.001353908500,20.32,16.51,54.56,183.17,96.60,81.23,176.95,148.80,491.81
10,201704,201508,0,20,23.71,156.98,10.92,46.049400,17.85,210.78,0.001435195500,18.64,15.15,42.03,170.75,95.77,81.28,163.54,138.79,385.03
10,201705,201508,0,21,23.71,156.98,10.66,44.958800,18.75,235.78,0.001347415000,19.76,16.21,29.16,185.44,94.86,82.02,175.91,152.09,273.61
10,201706,201508,0,22,23.71,156.98,10.78,45.459600,18.52,222.73,0.001409358000,19.39,16.53,31.48,179.91,95.54,85.27,171.90,153.42,292.15
10,201707,201508,0,23,23.71,156.98,10.57,44.597200,18.19,220.90,0.001395099400,19.08,16.64,32.52,180.47,95.32,87.23,172.02,157.42,307.63
10,201708,201508,0,24,23.71,156.98,10.53,44.408000,17.29,211.60,0.001384551400,18.35,15.44,24.10,174.27,94.24,84.19,164.23,146.71,228.96
11,201509,201509,1,0,29.59,162.87,29.59,100.000000,25.29,127.05,0.003373268100,29.42,22.74,19.95,99.41,85.97,77.28,85.46,76.83,67.42
11,201510,201509,0,1,29.59,162.87,18.18,61.432500,23.62,140.60,0.002846859600,29.05,21.02,17.53,159.80,81.31,72.34,129.93,115.59,96.43
11,201511,201509,0,2,29.59,162.87,15.80,53.391900,21.12,136.74,0.002617885800,24.91,18.16,17.92,157.63,84.81,72.92,133.70,114.95,113.40
11,201512,201509,0,3,29.59,162.87,15.00,50.681900,22.59,167.20,0.002289505300,22.08,17.74,18.79,147.20,102.33,80.36,150.62,118.28,125.25
11,201601,201509,0,4,29.59,162.87,14.50,49.010500,20.50,151.10,0.002298750800,21.97,16.93,18.13,151.46,93.31,77.08,141.33,116.74,125.01
11,201602,201509,0,5,29.59,162.87,14.36,48.538100,20.36,138.42,0.002492382800,22.20,16.57,25.25,154.52,91.72,74.65,141.73,115.35,175.81
11,201603,201509,0,6,29.59,162.87,14.52,49.072900,21.80,171.54,0.002153266800,24.15,17.80,23.34,166.28,90.27,73.72,150.10,122.58,160.73
11,201604,201509,0,7,29.59,162.87,14.04,47.450500,21.69,172.53,0.002130121900,23.31,17.61,29.41,165.99,93.04,75.56,154.44,125.43,209.42
11,201605,201509,0,8,29.59,162.87,13.92,47.036000,22.28,183.72,0.002055236200,24.63,18.77,28.25,176.94,90.47,76.19,160.08,134.81,202.96
11,201606,201509,0,9,29.59,162.87,14.13,47.762500,22.32,182.30,0.002075027300,24.51,19.23,35.58,173.41,91.07,78.46,157.93,136.06,251.70
11,201607,201509,0,10,29.59,162.87,13.74,46.429800,22.10,191.25,0.001958038000,23.36,19.76,30.72,170.03,94.59,84.56,160.83,143.78,223.56
11,201608,201509,0,11,29.59,162.87,13.27,44.852000,19.70,174.95,0.001907899500,21.62,17.78,28.51,162.89,91.10,82.23,148.40,133.94,214.79
11,201609,201509,0,12,29.59,162.87,13.63,46.042100,20.03,168.55,0.002014150700,23.55,17.98,40.67,172.87,85.05,76.34,147.03,131.98,298.47
11,201610,201509,0,13,29.59,162.87,14.32,48.377600,22.52,197.33,0.001934031300,25.30,20.12,48.48,176.72,89.02,79.54,157.31,140.56,338.63
11,201611,201509,0,14,29.59,162.87,14.35,48.484600,21.97,193.64,0.001923032900,24.08,18.85,80.10,167.84,91.25,78.25,153.15,131.34,558.24
11,201612,201509,0,15,29.59,162.87,14.60,49.344800,25.11,237.22,0.001793715700,24.13,20.17,66.57,165.27,104.04,83.58,171.95,138.13,455.86
11,201701,201509,0,16,29.59,162.87,13.77,46.514500,21.37,202.51,0.001788171500,21.46,17.73,36.86,155.90,99.58,82.61,155.24,128.78,267.78
11,201702,201509,0,17,29.59,162.87,14.23,48.092400,22.06,194.83,0.001918698100,23.09,18.77,59.58,162.24,95.54,81.29,155.00,131.87,418.60
11,201703,201509,0,18,29.59,162.87,14.75,49.848500,25.25,245.71,0.001741646100,26.41,21.15,67.73,179.06,95.61,80.05,171.19,143.34,459.11
11,201704,201509,0,19,29.59,162.87,14.20,47.989800,22.68,210.78,0.001823245200,24.14,19.22,52.04,170.00,93.93,79.60,159.69,135.33,366.42
11,201705,201509,0,20,29.59,162.87,13.96,47.178600,24.26,235.78,0.001743558900,25.59,20.64,36.63,183.25,94.82,80.65,173.76,147.80,262.38
11,201706,201509,0,21,29.59,162.87,13.98,47.227700,23.69,222.73,0.001802637600,24.53,20.82,39.31,175.50,96.60,84.89,169.52,148.98,281.25
11,201707,201509,0,22,29.59,162.87,13.29,44.910000,22.21,220.90,0.001703888200,23.33,20.09,38.93,175.50,95.23,86.14,167.12,151.17,292.95
11,201708,201509,0,23,29.59,162.87,13.11,44.312700,21.49,211.60,0.001721155500,22.71,19.07,29.82,173.20,94.62,83.97,163.89,145.44,227.43
12,201510,201510,1,0,24.62,167.76,24.62,100.000000,22.83,140.60,0.002751229600,24.11,19.73,15.26,97.91,94.69,81.83,92.71,80.12,61.98
12,201511,201510,0,1,24.62,167.76,14.47,58.756100,19.62,136.74,0.002431576600,22.22,16.75,13.67,153.59,88.30,75.39,135.63,115.79,94.46
12,201512,201510,0,2,24.62,167.76,13.12,53.270500,20.51,167.20,0.002078947600,19.09,15.84,14.10,145.54,107.46,82.99,156.39,120.79,107.50
12,201601,201510,0,3,24.62,167.76,12.60,51.186600,17.84,151.10,0.002001009200,18.41,14.67,13.93,146.06,96.93,79.68,141.57,116.37,110.50
12,201602,201510,0,4,24.62,167.76,12.28,49.858000,17.48,138.42,0.002140397400,18.36,14.16,20.10,149.53,95.24,77.12,142.42,115.32,163.77
12,201603,201510,0,5,24.62,167.76,12.40,50.372300,18.60,171.54,0.001837546100,19.65,14.94,17.28,158.40,94.68,76.04,149.98,120.44,139.35
12,201604,201510,0,6,24.62,167.76,11.73,47.650900,18.36,172.53,0.001802944400,18.79,14.74,21.90,160.18,97.67,78.42,156.45,125.61,186.69
12,201605,201510,0,7,24.62,167.76,11.69,47.495600,18.36,183.72,0.001693454300,19.81,15.38,21.16,169.35,92.70,77.66,157.00,131.51,180.95
12,201606,201510,0,8,24.62,167.76,11.70,47.517000,18.14,182.30,0.001686014900,19.35,15.64,26.07,165.34,93.76,80.83,155.03,133.66,222.82
12,201607,201510,0,9,24.62,167.76,11.43,46.434900,18.32,191.25,0.001622917200,19.05,16.32,24.34,166.59,96.17,85.66,160.20,142.70,212.90
12,201608,201510,0,10,24.62,167.76,11.01,44.709900,16.30,174.95,0.001579020400,17.45,14.60,22.55,158.48,93.44,83.70,148.08,132.66,204.81
12,201609,201510,0,11,24.62,167.76,10.94,44.431300,16.38,168.55,0.001647152500,18.35,14.65,30.83,167.75,89.27,79.82,149.76,133.89,281.83
12,201610,201510,0,12,24.62,167.76,11.72,47.613400,18.40,197.33,0.001580198000,20.04,16.29,38.06,170.91,91.84,81.32,156.96,138.98,324.67
12,201611,201510,0,13,24.62,167.76,11.79,47.897400,18.30,193.64,0.001601562700,19.43,15.57,66.29,164.76,94.19,80.14,155.18,132.04,562.12
12,201612,201510,0,14,24.62,167.76,12.07,49.038400,20.74,237.22,0.001481544200,19.41,16.59,55.55,160.77,106.84,85.47,171.77,137.42,460.08
12,201701,201510,0,15,24.62,167.76,11.37,46.193800,17.92,202.51,0.001499428700,17.51,14.84,31.19,153.95,102.33,84.73,157.54,130.45,274.25
12,201702,201510,0,16,24.62,167.76,11.73,47.656300,18.18,194.83,0.001580854300,18.42,15.41,48.98,157.00,98.66,83.64,154.90,131.31,417.42
12,201703,201510,0,17,24.62,167.76,12.19,49.525900,21.14,245.71,0.001457923600,21.35,17.62,54.58,175.04,99.04,82.56,173.36,144.52,447.62
12,201704,201510,0,18,24.62,167.76,11.80,47.929500,18.89,210.78,0.001518567000,19.37,15.98,40.84,164.13,97.52,82.48,160.06,135.37,346.09
12,201705,201510,0,19,24.62,167.76,11.55,46.911700,19.83,235.78,0.001425067800,20.19,16.90,28.91,174.80,98.20,83.71,171.66,146.32,250.32
12,201706,201510,0,20,24.62,167.76,11.43,46.413500,19.36,222.73,0.001473290400,19.42,17.09,30.55,169.96,99.70,87.99,169.45,149.54,267.36
12,201707,201510,0,21,24.62,167.76,11.03,44.784900,18.29,220.90,0.001402896000,18.73,16.74,31.31,169.89,97.62,89.37,165.85,151.84,283.89
12,201708,201510,0,22,24.62,167.76,10.78,43.793900,17.80,211.60,0.001425457000,18.03,15.76,22.42,167.19,98.73,87.41,165.07,146.13,207.90
13,201511,201511,1,0,21.82,172.10,21.82,100.000000,20.88,136.74,0.002587768100,21.13,17.25,16.70,96.81,98.84,81.66,95.69,79.05,76.50
13,201512,201511,0,1,21.82,172.10,13.17,60.338500,20.32,167.20,0.002059160700,19.35,15.82,13.99,146.95,105.00,81.78,154.30,120.17,106.22
13,201601,201511,0,2,21.82,172.10,12.06,55.267500,16.93,151.10,0.001898682200,17.51,13.77,13.06,145.14,96.72,78.64,140.37,114.13,108.29
13,201602,201511,0,3,21.82,172.10,11.51,52.722900,16.33,138.42,0.001999654200,17.10,13.11,19.20,148.64,95.51,76.67,141.96,113.96,166.84
13,201603,201511,0,4,21.82,172.10,11.46,52.505300,17.23,171.54,0.001701764800,18.16,13.81,16.76,158.51,94.85,76.04,150.35,120.53,146.27
13,201604,201511,0,5,21.82,172.10,10.69,48.975500,16.62,172.53,0.001632299900,17.07,13.33,19.81,159.72,97.35,78.09,155.49,124.73,185.37
13,201605,201511,0,6,21.82,172.10,10.52,48.195800,16.89,183.72,0.001557876600,17.72,14.01,20.05,168.51,95.29,79.03,160.58,133.18,190.58
13,201606,201511,0,7,21.82,172.10,10.48,48.020600,16.71,182.30,0.001553131700,17.63,14.27,23.42,168.20,94.79,80.97,159.44,136.18,223.45
13,201607,201511,0,8,21.82,172.10,10.25,46.956800,16.67,191.25,0.001476990200,17.34,14.87,21.99,169.21,96.14,85.77,162.67,145.14,214.63
13,201608,201511,0,9,21.82,172.10,9.75,44.660000,14.46,174.95,0.001400710200,15.71,12.98,21.32,161.14,92.08,82.65,148.37,133.19,218.72
13,201609,201511,0,10,21.82,172.10,9.69,44.394100,14.56,168.55,0.001463627500,16.71,13.19,28.35,172.43,87.15,78.95,150.26,136.13,292.58
13,201610,201511,0,11,21.82,172.10,10.41,47.694200,16.22,197.33,0.001393208700,17.89,14.54,34.75,171.87,90.69,81.28,155.87,139.71,333.89
13,201611,201511,0,12,21.82,172.10,10.60,48.582700,16.55,193.64,0.001448684800,17.80,14.20,61.07,167.91,92.99,79.77,156.14,133.95,575.99
13,201612,201511,0,13,21.82,172.10,10.95,50.190400,19.19,237.22,0.001370764100,18.18,15.40,53.39,166.01,105.53,84.67,175.19,140.55,487.48
13,201701,201511,0,14,21.82,172.10,10.28,47.095800,16.28,202.51,0.001361930800,16.18,13.47,29.75,157.43,100.59,83.23,158.36,131.04,289.43
13,201702,201511,0,15,21.82,172.10,10.59,48.534300,16.65,194.83,0.001447704600,17.18,14.16,46.90,162.15,96.91,82.44,157.15,133.67,442.82
13,201703,201511,0,16,21.82,172.10,10.91,49.990900,18.94,245.71,0.001306515100,19.42,15.89,51.28,178.04,97.53,81.80,173.65,145.65,470.00
13,201704,201511,0,17,21.82,172.10,10.50,48.117300,16.90,210.78,0.001358732600,17.37,14.33,37.92,165.42,97.30,82.52,160.95,136.50,361.07
13,201705,201511,0,18,21.82,172.10,10.12,46.370500,17.75,235.78,0.001275899400,18.24,15.10,26.45,180.24,97.33,82.77,175.43,149.19,261.39
13,201706,201511,0,19,21.82,172.10,10.14,46.479300,17.49,222.73,0.001330768900,17.65,15.45,28.63,174.04,99.08,87.50,172.44,152.28,282.27
13,201707,201511,0,20,21.82,172.10,9.70,44.430300,16.65,220.90,0.001277135000,17.04,15.13,28.62,175.74,97.70,88.78,171.70,156.02,295.13
13,201708,201511,0,21,21.82,172.10,9.51,43.553900,15.89,211.60,0.001272592600,16.38,14.16,20.06,172.29,97.04,86.45,167.19,148.95,211.02
14,201512,201512,1,0,22.41,176.56,22.41,100.000000,24.01,167.20,0.002433060600,19.60,17.90,21.31,87.45,122.47,91.33,107.11,79.87,95.08
14,201601,201512,0,1,22.41,176.56,11.86,52.933600,16.03,151.10,0.001798239900,16.59,13.07,12.95,139.82,96.66,78.80,135.15,110.18,109.18
14,201602,201512,0,2,22.41,176.56,11.16,49.779300,15.53,138.42,0.001901452200,16.06,12.34,18.59,143.98,96.68,76.80,139.20,110.57,166.58
14,201603,201512,0,3,22.41,176.56,10.91,48.655300,16.43,171.54,0.001622545600,16.86,13.08,16.39,154.60,97.42,77.55,150.61,119.90,150.25
14,201604,201512,0,4,22.41,176.56,10.19,45.442200,15.60,172.53,0.001532036100,15.94,12.46,20.10,156.51,97.85,78.17,153.14,122.34,197.37
14,201605,201512,0,5,22.41,176.56,9.79,43.682700,15.20,183.72,0.001401595300,15.98,12.59,17.34,163.19,95.11,78.81,155.20,128.60,177.08
14,201606,201512,0,6,22.41,176.56,9.79,43.659200,15.38,182.30,0.001429398700,16.08,13.03,22.03,164.28,95.65,81.06,157.14,133.17,225.16
14,201607,201512,0,7,22.41,176.56,9.65,43.047100,15.31,191.25,0.001356236000,15.68,13.62,20.65,162.51,97.62,86.84,158.64,141.13,213.97
14,201608,201512,0,8,22.41,176.56,9.23,41.169900,13.52,174.95,0.001309628600,14.46,12.06,19.63,156.65,93.53,83.44,146.52,130.71,212.67
14,201609,201512,0,9,22.41,176.56,8.99,40.116500,13.29,168.55,0.001336184600,14.96,11.93,26.02,166.41,88.82,79.74,147.81,132.70,289.41
