monate_seit_einfuehrung_programm_kohorte,monat,monat_jahr,monat_monat,monat_jahreszeit,kohorte,kohorte_jahr,kohorte_monat,kohorte_jahreszeit,erster_monat_kohorte_fg,monate_seit_existenz_kohorte,kohortengroesse_indexiert,identifizierte_kunden_indexiert,rabatt_indexiert,retentionrate
-1,201705,2017,5,Frühling,201409,2014,9,Herbst,False,32,27.34,21.73,141.81,79.48061448427212
-1,201706,2017,6,Sommer,201409,2014,9,Herbst,False,33,27.34,21.69,159.71,79.33430870519386
-1,201707,2017,7,Sommer,201409,2014,9,Herbst,False,34,27.34,21.36,155.12,78.12728602779809
-1,201708,2017,8,Sommer,201409,2014,9,Herbst,False,35,27.34,21.12,116.37,77.24945135332845
0,201410,2014,10,Herbst,201410,2014,10,Herbst,True,0,375.13,375.13,1454.05,100.0
0,201411,2014,11,Herbst,201410,2014,10,Herbst,False,1,375.13,283.83,694.96,75.66177058619678
0,201412,2014,12,Winter,201410,2014,10,Herbst,False,2,375.13,281.02,1023.05,74.91269693173032
0,201501,2015,1,Winter,201410,2014,10,Herbst,False,3,375.13,261.53,663.61,69.71716471623171
0,201502,2015,2,Winter,201410,2014,10,Herbst,False,4,375.13,257.32,515.12,68.59488710580332
0,201503,2015,3,Frühling,201410,2014,10,Herbst,False,5,375.13,253.09,547.98,67.46727801028976
0,201504,2015,4,Frühling,201410,2014,10,Herbst,False,6,375.13,238.37,513.78,63.5433049876043
0,201505,2015,5,Frühling,201410,2014,10,Herbst,False,7,375.13,240.73,607.09,64.17242022765441
0,201506,2015,6,Sommer,201410,2014,10,Herbst,False,8,375.13,240.68,829.51,64.1590915149415
0,201507,2015,7,Sommer,201410,2014,10,Herbst,False,9,375.13,240.41,763.67,64.08711646629169
0,201508,2015,8,Sommer,201410,2014,10,Herbst,False,10,375.13,237.27,607.88,63.250073307919926
0,201509,2015,9,Herbst,201410,2014,10,Herbst,False,11,375.13,243.55,526.71,64.92415962466346
0,201510,2015,10,Herbst,201410,2014,10,Herbst,False,12,375.13,242.1,624.46,64.53762695598859
0,201511,2015,11,Herbst,201410,2014,10,Herbst,False,13,375.13,235.3,605.25,62.72492202703064
0,201512,2015,12,Winter,201410,2014,10,Herbst,False,14,375.13,238.93,654.0,63.69258656998908
0,201601,2016,1,Winter,201410,2014,10,Herbst,False,15,375.13,238.84,663.48,63.6685948871058
0,201602,2016,2,Winter,201410,2014,10,Herbst,False,16,375.13,240.93,887.82,64.22573507850612
0,201603,2016,3,Frühling,201410,2014,10,Herbst,False,17,375.13,245.03,782.08,65.31868952096606
0,201604,2016,4,Frühling,201410,2014,10,Herbst,False,18,375.13,244.1,1034.0,65.07077546450563
0,201605,2016,5,Frühling,201410,2014,10,Herbst,False,19,375.13,243.5,996.26,64.91083091195053
0,201606,2016,6,Sommer,201410,2014,10,Herbst,False,20,375.13,248.39,1223.59,66.2143790152747
0,201607,2016,7,Sommer,201410,2014,10,Herbst,False,21,375.13,248.76,1091.89,66.31301148935036
0,201608,2016,8,Sommer,201410,2014,10,Herbst,False,22,375.13,243.74,1053.06,64.97480873297258
0,201609,2016,9,Herbst,201410,2014,10,Herbst,False,23,375.13,246.17,1364.14,65.62258417082077
0,201610,2016,10,Herbst,201410,2014,10,Herbst,False,24,375.13,258.65,1536.5,68.94943086396715
0,201611,2016,11,Herbst,201410,2014,10,Herbst,False,25,375.13,262.61,2570.59,70.00506491083091
0,201612,2016,12,Winter,201410,2014,10,Herbst,False,26,375.13,267.3,2155.37,71.2552981633034
0,201701,2017,1,Winter,201410,2014,10,Herbst,False,27,375.13,258.01,1193.2,68.7788233412417
0,201702,2017,2,Winter,201410,2014,10,Herbst,False,28,375.13,261.03,1928.93,69.58387758910244
0,201703,2017,3,Frühling,201410,2014,10,Herbst,False,29,375.13,267.52,2241.8,71.31394449924025
0,201704,2017,4,Frühling,201410,2014,10,Herbst,False,30,375.13,260.39,1699.05,69.41327006637698
0,201705,2017,5,Frühling,201410,2014,10,Herbst,False,31,375.13,257.82,1216.32,68.72817423293259
0,201706,2017,6,Sommer,201410,2014,10,Herbst,False,32,375.13,258.4,1333.19,68.88278730040253
0,201707,2017,7,Sommer,201410,2014,10,Herbst,False,33,375.13,253.29,1298.28,67.52059286114147
0,201708,2017,8,Sommer,201410,2014,10,Herbst,False,34,375.13,249.51,962.94,66.51294218004425
1,201411,2014,11,Herbst,201411,2014,11,Herbst,True,0,100.0,100.0,100.0,100.0
1,201412,2014,12,Winter,201411,2014,11,Herbst,False,1,100.0,67.07,128.8,67.07
1,201501,2015,1,Winter,201411,2014,11,Herbst,False,2,100.0,58.6,84.21,58.6
1,201502,2015,2,Winter,201411,2014,11,Herbst,False,3,100.0,56.9,68.44,56.89999999999999
1,201503,2015,3,Frühling,201411,2014,11,Herbst,False,4,100.0,54.73,66.11,54.73
1,201504,2015,4,Frühling,201411,2014,11,Herbst,False,5,100.0,49.65,60.5,49.65
1,201505,2015,5,Frühling,201411,2014,11,Herbst,False,6,100.0,50.05,66.14,50.05
1,201506,2015,6,Sommer,201411,2014,11,Herbst,False,7,100.0,50.0,91.75,50.0
1,201507,2015,7,Sommer,201411,2014,11,Herbst,False,8,100.0,50.51,87.86,50.51
1,201508,2015,8,Sommer,201411,2014,11,Herbst,False,9,100.0,49.61,69.12,49.61
1,201509,2015,9,Herbst,201411,2014,11,Herbst,False,10,100.0,51.17,63.9,51.17
1,201510,2015,10,Herbst,201411,2014,11,Herbst,False,11,100.0,51.19,74.8,51.190000000000005
1,201511,2015,11,Herbst,201411,2014,11,Herbst,False,12,100.0,49.58,76.71,49.58
1,201512,2015,12,Winter,201411,2014,11,Herbst,False,13,100.0,50.4,87.87,50.4
1,201601,2016,1,Winter,201411,2014,11,Herbst,False,14,100.0,50.59,89.61,50.59
1,201602,2016,2,Winter,201411,2014,11,Herbst,False,15,100.0,51.52,125.43,51.52
1,201603,2016,3,Frühling,201411,2014,11,Herbst,False,16,100.0,52.42,108.37,52.42
1,201604,2016,4,Frühling,201411,2014,11,Herbst,False,17,100.0,52.08,142.14,52.07999999999999
1,201605,2016,5,Frühling,201411,2014,11,Herbst,False,18,100.0,51.83,137.28,51.83
1,201606,2016,6,Sommer,201411,2014,11,Herbst,False,19,100.0,53.33,169.51,53.33
1,201607,2016,7,Sommer,201411,2014,11,Herbst,False,20,100.0,53.63,156.67,53.63
1,201608,2016,8,Sommer,201411,2014,11,Herbst,False,21,100.0,52.06,148.24,52.06000000000001
1,201609,2016,9,Herbst,201411,2014,11,Herbst,False,22,100.0,52.4,194.84,52.400000000000006
1,201610,2016,10,Herbst,201411,2014,11,Herbst,False,23,100.0,56.31,236.64,56.31
1,201611,2016,11,Herbst,201411,2014,11,Herbst,False,24,100.0,58.26,419.86,58.26
1,201612,2016,12,Winter,201411,2014,11,Herbst,False,25,100.0,60.16,350.28,60.15999999999999
1,201701,2017,1,Winter,201411,2014,11,Herbst,False,26,100.0,57.37,191.75,57.37
1,201702,2017,2,Winter,201411,2014,11,Herbst,False,27,100.0,58.68,317.63,58.68
1,201703,2017,3,Frühling,201411,2014,11,Herbst,False,28,100.0,60.52,356.32,60.52000000000001
1,201704,2017,4,Frühling,201411,2014,11,Herbst,False,29,100.0,58.45,268.61,58.45
1,201705,2017,5,Frühling,201411,2014,11,Herbst,False,30,100.0,57.35,190.71,57.35
1,201706,2017,6,Sommer,201411,2014,11,Herbst,False,31,100.0,57.43,202.98,57.43000000000001
1,201707,2017,7,Sommer,201411,2014,11,Herbst,False,32,100.0,56.1,203.8,56.10000000000001
1,201708,2017,8,Sommer,201411,2014,11,Herbst,False,33,100.0,54.78,149.75,54.78000000000001
2,201412,2014,12,Winter,201412,2014,12,Winter,True,0,66.2,66.2,113.44,100.0
2,201501,2015,1,Winter,201412,2014,12,Winter,False,1,66.2,39.27,54.08,59.3202416918429
2,201502,2015,2,Winter,201412,2014,12,Winter,False,2,66.2,36.36,39.89,54.92447129909366
2,201503,2015,3,Frühling,201412,2014,12,Winter,False,3,66.2,34.7,39.94,52.41691842900303
2,201504,2015,4,Frühling,201412,2014,12,Winter,False,4,66.2,30.49,36.45,46.057401812688816
2,201505,2015,5,Frühling,201412,2014,12,Winter,False,5,66.2,30.54,38.11,46.13293051359516
2,201506,2015,6,Sommer,201412,2014,12,Winter,False,6,66.2,30.65,53.72,46.29909365558912
2,201507,2015,7,Sommer,201412,2014,12,Winter,False,7,66.2,31.12,51.35,47.00906344410876
2,201508,2015,8,Sommer,201412,2014,12,Winter,False,8,66.2,30.39,40.82,45.90634441087613
2,201509,2015,9,Herbst,201412,2014,12,Winter,False,9,66.2,31.02,37.7,46.85800604229607
2,201510,2015,10,Herbst,201412,2014,12,Winter,False,10,66.2,30.8,43.86,46.52567975830816
2,201511,2015,11,Herbst,201412,2014,12,Winter,False,11,66.2,29.72,45.47,44.89425981873112
2,201512,2015,12,Winter,201412,2014,12,Winter,False,12,66.2,31.47,54.18,47.53776435045317
2,201601,2016,1,Winter,201412,2014,12,Winter,False,13,66.2,30.98,52.29,46.797583081571
2,201602,2016,2,Winter,201412,2014,12,Winter,False,14,66.2,31.58,74.53,47.70392749244712
2,201603,2016,3,Frühling,201412,2014,12,Winter,False,15,66.2,32.11,65.87,48.50453172205438
2,201604,2016,4,Frühling,201412,2014,12,Winter,False,16,66.2,31.77,88.42,47.99093655589123
2,201605,2016,5,Frühling,201412,2014,12,Winter,False,17,66.2,31.46,80.55,47.522658610271904
2,201606,2016,6,Sommer,201412,2014,12,Winter,False,18,66.2,32.45,100.68,49.01812688821752
2,201607,2016,7,Sommer,201412,2014,12,Winter,False,19,66.2,33.17,95.83,50.105740181268885
2,201608,2016,8,Sommer,201412,2014,12,Winter,False,20,66.2,31.83,90.28,48.08157099697885
2,201609,2016,9,Herbst,201412,2014,12,Winter,False,21,66.2,32.06,120.31,48.429003021148034
2,201610,2016,10,Herbst,201412,2014,12,Winter,False,22,66.2,34.55,145.84,52.19033232628399
2,201611,2016,11,Herbst,201412,2014,12,Winter,False,23,66.2,36.19,266.74,54.66767371601208
2,201612,2016,12,Winter,201412,2014,12,Winter,False,24,66.2,38.19,228.51,57.68882175226585
2,201701,2017,1,Winter,201412,2014,12,Winter,False,25,66.2,35.78,121.73,54.04833836858006
2,201702,2017,2,Winter,201412,2014,12,Winter,False,26,66.2,36.43,196.54,55.03021148036253
2,201703,2017,3,Frühling,201412,2014,12,Winter,False,27,66.2,37.94,220.52,57.31117824773413
2,201704,2017,4,Frühling,201412,2014,12,Winter,False,28,66.2,36.13,159.0,54.57703927492447
2,201705,2017,5,Frühling,201412,2014,12,Winter,False,29,66.2,35.2,114.68,53.17220543806647
2,201706,2017,6,Sommer,201412,2014,12,Winter,False,30,66.2,35.53,124.07,53.67069486404834
2,201707,2017,7,Sommer,201412,2014,12,Winter,False,31,66.2,34.64,123.91,52.32628398791541
2,201708,2017,8,Sommer,201412,2014,12,Winter,False,32,66.2,33.83,90.32,51.102719033232624
3,201501,2015,1,Winter,201501,2015,1,Winter,True,0,43.52,43.52,45.72,100.0
3,201502,2015,2,Winter,201501,2015,1,Winter,False,1,43.52,26.64,27.22,61.21323529411764
3,201503,2015,3,Frühling,201501,2015,1,Winter,False,2,43.52,25.08,25.49,57.62867647058823
3,201504,2015,4,Frühling,201501,2015,1,Winter,False,3,43.52,22.23,22.37,51.07996323529412
3,201505,2015,5,Frühling,201501,2015,1,Winter,False,4,43.52,21.15,23.6,48.59834558823529
3,201506,2015,6,Sommer,201501,2015,1,Winter,False,5,43.52,20.83,31.57,47.86305147058823
3,201507,2015,7,Sommer,201501,2015,1,Winter,False,6,43.52,20.88,29.59,47.97794117647059
3,201508,2015,8,Sommer,201501,2015,1,Winter,False,7,43.52,20.35,24.94,46.760110294117645
3,201509,2015,9,Herbst,201501,2015,1,Winter,False,8,43.52,20.62,22.3,47.38051470588236
3,201510,2015,10,Herbst,201501,2015,1,Winter,False,9,43.52,20.36,24.52,46.78308823529412
3,201511,2015,11,Herbst,201501,2015,1,Winter,False,10,43.52,19.5,25.63,44.806985294117645
3,201512,2015,12,Winter,201501,2015,1,Winter,False,11,43.52,20.31,30.91,46.66819852941176
3,201601,2016,1,Winter,201501,2015,1,Winter,False,12,43.52,20.32,31.79,46.69117647058823
3,201602,2016,2,Winter,201501,2015,1,Winter,False,13,43.52,20.38,44.23,46.82904411764705
3,201603,2016,3,Frühling,201501,2015,1,Winter,False,14,43.52,20.85,39.0,47.90900735294117
3,201604,2016,4,Frühling,201501,2015,1,Winter,False,15,43.52,20.52,50.75,47.15073529411764
3,201605,2016,5,Frühling,201501,2015,1,Winter,False,16,43.52,20.38,47.82,46.82904411764705
3,201606,2016,6,Sommer,201501,2015,1,Winter,False,17,43.52,20.99,58.91,48.23069852941176
3,201607,2016,7,Sommer,201501,2015,1,Winter,False,18,43.52,21.26,55.47,48.85110294117647
3,201608,2016,8,Sommer,201501,2015,1,Winter,False,19,43.52,20.38,52.76,46.82904411764705
3,201609,2016,9,Herbst,201501,2015,1,Winter,False,20,43.52,20.2,67.62,46.41544117647059
3,201610,2016,10,Herbst,201501,2015,1,Winter,False,21,43.52,21.77,83.76,50.022977941176464
3,201611,2016,11,Herbst,201501,2015,1,Winter,False,22,43.52,22.64,143.08,52.022058823529406
3,201612,2016,12,Winter,201501,2015,1,Winter,False,23,43.52,23.74,125.95,54.54963235294117
3,201701,2017,1,Winter,201501,2015,1,Winter,False,24,43.52,22.68,72.0,52.11397058823529
3,201702,2017,2,Winter,201501,2015,1,Winter,False,25,43.52,23.18,112.81,53.26286764705882
3,201703,2017,3,Frühling,201501,2015,1,Winter,False,26,43.52,23.9,125.42,54.917279411764696
3,201704,2017,4,Frühling,201501,2015,1,Winter,False,27,43.52,22.73,93.93,52.22886029411764
3,201705,2017,5,Frühling,201501,2015,1,Winter,False,28,43.52,22.2,64.77,51.011029411764696
3,201706,2017,6,Sommer,201501,2015,1,Winter,False,29,43.52,22.3,70.84,51.240808823529406
3,201707,2017,7,Sommer,201501,2015,1,Winter,False,30,43.52,21.89,72.4,50.29871323529412
3,201708,2017,8,Sommer,201501,2015,1,Winter,False,31,43.52,21.31,52.47,48.96599264705881
4,201502,2015,2,Winter,201502,2015,2,Winter,True,0,33.93,33.93,30.19,100.0
4,201503,2015,3,Frühling,201502,2015,2,Winter,False,1,33.93,19.79,18.39,58.32596522251694
4,201504,2015,4,Frühling,201502,2015,2,Winter,False,2,33.93,18.36,16.7,54.11140583554377
4,201505,2015,5,Frühling,201502,2015,2,Winter,False,3,33.93,17.06,17.93,50.27998821102268
4,201506,2015,6,Sommer,201502,2015,2,Winter,False,4,33.93,16.67,23.79,49.130562923666375
4,201507,2015,7,Sommer,201502,2015,2,Winter,False,5,33.93,16.28,21.61,47.98113763631006
4,201508,2015,8,Sommer,201502,2015,2,Winter,False,6,33.93,15.63,17.84,46.06542882404951
4,201509,2015,9,Herbst,201502,2015,2,Winter,False,7,33.93,16.0,16.73,47.15590922487474
4,201510,2015,10,Herbst,201502,2015,2,Winter,False,8,33.93,15.82,18.56,46.6254052460949
4,201511,2015,11,Herbst,201502,2015,2,Winter,False,9,33.93,15.01,19.9,44.23813734158561
4,201512,2015,12,Winter,201502,2015,2,Winter,False,10,33.93,15.29,23.14,45.063365753020925
4,201601,2016,1,Winter,201502,2015,2,Winter,False,11,33.93,15.37,23.36,45.2991452991453
4,201602,2016,2,Winter,201502,2015,2,Winter,False,12,33.93,15.6,32.97,45.97701149425287
4,201603,2016,3,Frühling,201502,2015,2,Winter,False,13,33.93,15.9,29.45,46.86118479221928
4,201604,2016,4,Frühling,201502,2015,2,Winter,False,14,33.93,15.65,36.77,46.124373710580606
4,201605,2016,5,Frühling,201502,2015,2,Winter,False,15,33.93,15.51,35.74,45.71175950486296
4,201606,2016,6,Sommer,201502,2015,2,Winter,False,16,33.93,16.0,44.55,47.15590922487474
4,201607,2016,7,Sommer,201502,2015,2,Winter,False,17,33.93,16.01,39.85,47.185381668140295
4,201608,2016,8,Sommer,201502,2015,2,Winter,False,18,33.93,15.46,37.33,45.564397288535226
4,201609,2016,9,Herbst,201502,2015,2,Winter,False,19,33.93,15.24,49.59,44.9160035366932
4,201610,2016,10,Herbst,201502,2015,2,Winter,False,20,33.93,16.65,61.65,49.07161803713527
4,201611,2016,11,Herbst,201502,2015,2,Winter,False,21,33.93,17.22,106.28,50.75154730327144
4,201612,2016,12,Winter,201502,2015,2,Winter,False,22,33.93,17.76,89.34,52.343059239610966
4,201701,2017,1,Winter,201502,2015,2,Winter,False,23,33.93,16.89,51.46,49.7789566755084
4,201702,2017,2,Winter,201502,2015,2,Winter,False,24,33.93,17.4,83.11,51.28205128205128
4,201703,2017,3,Frühling,201502,2015,2,Winter,False,25,33.93,18.05,92.74,53.19776009431182
4,201704,2017,4,Frühling,201502,2015,2,Winter,False,26,33.93,17.31,70.86,51.01679929266136
4,201705,2017,5,Frühling,201502,2015,2,Winter,False,27,33.93,16.88,49.49,49.74948423224285
4,201706,2017,6,Sommer,201502,2015,2,Winter,False,28,33.93,16.96,52.08,49.98526377836723
4,201707,2017,7,Sommer,201502,2015,2,Winter,False,29,33.93,16.53,52.0,48.71794871794872
4,201708,2017,8,Sommer,201502,2015,2,Winter,False,30,33.93,16.03,38.07,47.24432655467138
5,201503,2015,3,Frühling,201503,2015,3,Frühling,True,0,23.8,23.8,16.5,100.0
5,201504,2015,4,Frühling,201503,2015,3,Frühling,False,1,23.8,14.2,12.82,59.66386554621849
5,201505,2015,5,Frühling,201503,2015,3,Frühling,False,2,23.8,12.97,13.99,54.49579831932774
5,201506,2015,6,Sommer,201503,2015,3,Frühling,False,3,23.8,12.23,17.7,51.38655462184873
5,201507,2015,7,Sommer,201503,2015,3,Frühling,False,4,23.8,11.99,16.68,50.3781512605042
5,201508,2015,8,Sommer,201503,2015,3,Frühling,False,5,23.8,11.4,13.19,47.89915966386555
5,201509,2015,9,Herbst,201503,2015,3,Frühling,False,6,23.8,11.55,12.28,48.52941176470589
5,201510,2015,10,Herbst,201503,2015,3,Frühling,False,7,23.8,11.27,13.76,47.35294117647059
5,201511,2015,11,Herbst,201503,2015,3,Frühling,False,8,23.8,10.78,14.58,45.29411764705882
5,201512,2015,12,Winter,201503,2015,3,Frühling,False,9,23.8,10.8,16.48,45.37815126050421
5,201601,2016,1,Winter,201503,2015,3,Frühling,False,10,23.8,11.01,16.4,46.26050420168067
5,201602,2016,2,Winter,201503,2015,3,Frühling,False,11,23.8,11.05,22.65,46.42857142857143
5,201603,2016,3,Frühling,201503,2015,3,Frühling,False,12,23.8,11.27,21.44,47.35294117647059
5,201604,2016,4,Frühling,201503,2015,3,Frühling,False,13,23.8,11.1,26.11,46.63865546218487
5,201605,2016,5,Frühling,201503,2015,3,Frühling,False,14,23.8,11.02,25.79,46.30252100840336
5,201606,2016,6,Sommer,201503,2015,3,Frühling,False,15,23.8,11.23,31.25,47.18487394957983
5,201607,2016,7,Sommer,201503,2015,3,Frühling,False,16,23.8,11.4,28.88,47.89915966386555
5,201608,2016,8,Sommer,201503,2015,3,Frühling,False,17,23.8,10.97,27.93,46.09243697478992
5,201609,2016,9,Herbst,201503,2015,3,Frühling,False,18,23.8,10.95,35.62,46.00840336134453
5,201610,2016,10,Herbst,201503,2015,3,Frühling,False,19,23.8,11.8,45.31,49.57983193277311
5,201611,2016,11,Herbst,201503,2015,3,Frühling,False,20,23.8,12.02,76.17,50.50420168067227
5,201612,2016,12,Winter,201503,2015,3,Frühling,False,21,23.8,12.52,64.49,52.60504201680673
5,201701,2017,1,Winter,201503,2015,3,Frühling,False,22,23.8,11.75,35.19,49.36974789915966
5,201702,2017,2,Winter,201503,2015,3,Frühling,False,23,23.8,12.11,57.8,50.882352941176464
5,201703,2017,3,Frühling,201503,2015,3,Frühling,False,24,23.8,12.68,65.84,53.27731092436975
5,201704,2017,4,Frühling,201503,2015,3,Frühling,False,25,23.8,12.09,48.69,50.79831932773109
5,201705,2017,5,Frühling,201503,2015,3,Frühling,False,26,23.8,11.86,34.57,49.83193277310924
5,201706,2017,6,Sommer,201503,2015,3,Frühling,False,27,23.8,11.71,35.62,49.20168067226891
5,201707,2017,7,Sommer,201503,2015,3,Frühling,False,28,23.8,11.6,36.59,48.739495798319325
5,201708,2017,8,Sommer,201503,2015,3,Frühling,False,29,23.8,11.38,26.22,47.81512605042017
6,201504,2015,4,Frühling,201504,2015,4,Frühling,True,0,25.32,25.32,19.48,100.0
6,201505,2015,5,Frühling,201504,2015,4,Frühling,False,1,25.32,15.47,15.68,61.09794628751975
6,201506,2015,6,Sommer,201504,2015,4,Frühling,False,2,25.32,14.21,20.55,56.12164296998421
6,201507,2015,7,Sommer,201504,2015,4,Frühling,False,3,25.32,13.72,18.26,54.18641390205371
6,201508,2015,8,Sommer,201504,2015,4,Frühling,False,4,25.32,13.0,14.34,51.34281200631912
6,201509,2015,9,Herbst,201504,2015,4,Frühling,False,5,25.32,12.86,13.58,50.789889415481824
6,201510,2015,10,Herbst,201504,2015,4,Frühling,False,6,25.32,12.42,15.06,49.052132701421804
6,201511,2015,11,Herbst,201504,2015,4,Frühling,False,7,25.32,11.71,15.17,46.2480252764613
6,201512,2015,12,Winter,201504,2015,4,Frühling,False,8,25.32,11.74,17.59,46.36650868878357
6,201601,2016,1,Winter,201504,2015,4,Frühling,False,9,25.32,11.79,17.22,46.56398104265402
6,201602,2016,2,Winter,201504,2015,4,Frühling,False,10,25.32,11.74,24.33,46.36650868878357
6,201603,2016,3,Frühling,201504,2015,4,Frühling,False,11,25.32,12.04,21.82,47.55134281200631
6,201604,2016,4,Frühling,201504,2015,4,Frühling,False,12,25.32,12.05,28.69,47.59083728278041
6,201605,2016,5,Frühling,201504,2015,4,Frühling,False,13,25.32,11.98,26.93,47.31437598736177
6,201606,2016,6,Sommer,201504,2015,4,Frühling,False,14,25.32,12.26,33.21,48.42022116903633
6,201607,2016,7,Sommer,201504,2015,4,Frühling,False,15,25.32,12.21,30.08,48.22274881516588
6,201608,2016,8,Sommer,201504,2015,4,Frühling,False,16,25.32,11.84,29.98,46.76145339652448
6,201609,2016,9,Herbst,201504,2015,4,Frühling,False,17,25.32,11.71,38.15,46.2480252764613
6,201610,2016,10,Herbst,201504,2015,4,Frühling,False,18,25.32,12.55,47.42,49.56556082148499
6,201611,2016,11,Herbst,201504,2015,4,Frühling,False,19,25.32,12.84,78.52,50.71090047393365
6,201612,2016,12,Winter,201504,2015,4,Frühling,False,20,25.32,13.28,67.15,52.44865718799368
6,201701,2017,1,Winter,201504,2015,4,Frühling,False,21,25.32,12.56,37.23,49.60505529225909
6,201702,2017,2,Winter,201504,2015,4,Frühling,False,22,25.32,12.96,61.42,51.18483412322276
6,201703,2017,3,Frühling,201504,2015,4,Frühling,False,23,25.32,13.52,70.39,53.39652448657187
6,201704,2017,4,Frühling,201504,2015,4,Frühling,False,24,25.32,12.96,52.06,51.18483412322276
6,201705,2017,5,Frühling,201504,2015,4,Frühling,False,25,25.32,12.6,37.57,49.763033175355446
6,201706,2017,6,Sommer,201504,2015,4,Frühling,False,26,25.32,12.72,39.98,50.23696682464455
6,201707,2017,7,Sommer,201504,2015,4,Frühling,False,27,25.32,12.32,39.63,48.657187993680886
6,201708,2017,8,Sommer,201504,2015,4,Frühling,False,28,25.32,12.1,29.19,47.78830963665087
7,201505,2015,5,Frühling,201505,2015,5,Frühling,True,0,23.33,23.33,28.8,100.0
7,201506,2015,6,Sommer,201505,2015,5,Frühling,False,1,23.33,15.04,24.33,64.466352336048
7,201507,2015,7,Sommer,201505,2015,5,Frühling,False,2,23.33,13.83,19.98,59.27989712816117
7,201508,2015,8,Sommer,201505,2015,5,Frühling,False,3,23.33,12.97,15.64,55.59365623660524
7,201509,2015,9,Herbst,201505,2015,5,Frühling,False,4,23.33,12.85,13.0,55.07929704243464
7,201510,2015,10,Herbst,201505,2015,5,Frühling,False,5,23.33,12.26,14.81,52.55036433776255
7,201511,2015,11,Herbst,201505,2015,5,Frühling,False,6,23.33,11.47,15.58,49.16416630947279
7,201512,2015,12,Winter,201505,2015,5,Frühling,False,7,23.33,11.35,16.61,48.64980711530219
7,201601,2016,1,Winter,201505,2015,5,Frühling,False,8,23.33,11.29,17.05,48.39262751821688
7,201602,2016,2,Winter,201505,2015,5,Frühling,False,9,23.33,11.13,21.41,47.70681525932277
7,201603,2016,3,Frühling,201505,2015,5,Frühling,False,10,23.33,11.46,20.07,49.12130304329191
7,201604,2016,4,Frühling,201505,2015,5,Frühling,False,11,23.33,11.23,25.59,48.13544792113159
7,201605,2016,5,Frühling,201505,2015,5,Frühling,False,12,23.33,11.4,26.74,48.864123446206605
7,201606,2016,6,Sommer,201505,2015,5,Frühling,False,13,23.33,11.62,31.94,49.80711530218603
7,201607,2016,7,Sommer,201505,2015,5,Frühling,False,14,23.33,11.46,27.45,49.12130304329191
7,201608,2016,8,Sommer,201505,2015,5,Frühling,False,15,23.33,11.01,26.47,47.192456065152165
7,201609,2016,9,Herbst,201505,2015,5,Frühling,False,16,23.33,10.87,34.71,46.5923703386198
7,201610,2016,10,Herbst,201505,2015,5,Frühling,False,17,23.33,11.66,42.05,49.97856836690956
7,201611,2016,11,Herbst,201505,2015,5,Frühling,False,18,23.33,11.93,71.52,51.1358765537934
7,201612,2016,12,Winter,201505,2015,5,Frühling,False,19,23.33,12.14,59.13,52.03600514359194
7,201701,2017,1,Winter,201505,2015,5,Frühling,False,20,23.33,11.51,32.54,49.33561937419631
7,201702,2017,2,Winter,201505,2015,5,Frühling,False,21,23.33,11.83,53.26,50.707243891984575
7,201703,2017,3,Frühling,201505,2015,5,Frühling,False,22,23.33,12.35,60.58,52.93613373339049
7,201704,2017,4,Frühling,201505,2015,5,Frühling,False,23,23.33,11.82,47.22,50.664380625803695
7,201705,2017,5,Frühling,201505,2015,5,Frühling,False,24,23.33,11.9,34.3,51.00728675525076
7,201706,2017,6,Sommer,201505,2015,5,Frühling,False,25,23.33,11.75,34.74,50.36433776253752
7,201707,2017,7,Sommer,201505,2015,5,Frühling,False,26,23.33,11.39,35.79,48.821260180025725
7,201708,2017,8,Sommer,201505,2015,5,Frühling,False,27,23.33,11.11,26.03,47.621088726961
8,201506,2015,6,Sommer,201506,2015,6,Sommer,True,0,23.11,23.11,29.9,100.0
8,201507,2015,7,Sommer,201506,2015,6,Sommer,False,1,23.11,14.82,21.99,64.12808308091735
8,201508,2015,8,Sommer,201506,2015,6,Sommer,False,2,23.11,13.41,16.61,58.026828212894856
8,201509,2015,9,Herbst,201506,2015,6,Sommer,False,3,23.11,12.82,13.78,55.47382085677196
8,201510,2015,10,Herbst,201506,2015,6,Sommer,False,4,23.11,11.91,14.4,51.53613154478581
8,201511,2015,11,Herbst,201506,2015,6,Sommer,False,5,23.11,10.95,14.03,47.38208567719602
8,201512,2015,12,Winter,201506,2015,6,Sommer,False,6,23.11,11.06,16.49,47.85807009952402
8,201601,2016,1,Winter,201506,2015,6,Sommer,False,7,23.11,10.68,15.72,46.21376027693639
8,201602,2016,2,Winter,201506,2015,6,Sommer,False,8,23.11,10.85,21.83,46.94937256598875
8,201603,2016,3,Frühling,201506,2015,6,Sommer,False,9,23.11,11.01,19.97,47.64171354392038
8,201604,2016,4,Frühling,201506,2015,6,Sommer,False,10,23.11,10.81,26.26,46.77628732150584
8,201605,2016,5,Frühling,201506,2015,6,Sommer,False,11,23.11,10.82,24.74,46.819558632626574
8,201606,2016,6,Sommer,201506,2015,6,Sommer,False,12,23.11,11.39,32.4,49.28602336650801
8,201607,2016,7,Sommer,201506,2015,6,Sommer,False,13,23.11,11.26,28.98,48.72349632193856
8,201608,2016,8,Sommer,201506,2015,6,Sommer,False,14,23.11,10.94,27.33,47.33881436607529
