MONATE_SEIT_EINFUEHRUNG_PROGRAMM_KOHORTE,MONAT,monat_jahr,monat_monat,monat_jahreszeit,KOHORTE,kohorte_jahr,kohorte_monat,kohorte_jahreszeit,ERSTER_MONAT_KOHORTE_FG,MONATE_SEIT_EXISTENZ_KOHORTE,KOHORTENGROESSE_INDEXIERT,KOHORTENGROESSE_KUMULIERT_INDEXIERT,IDENTIFIZIERTE_KUNDEN_INDEXIERT,RETENTIONRATE,UMSATZ_INDEXIERT,MONATLICHER_UMSATZ_INDEXIERT,UMSATZANTEIL_KOHORTE,ANZ_BONS_INDEXIERT,ABVERKAUF_INDEXIERT,RABATT_INDEXIERT,FREQUENZ_INDEXIERT,DURCHSCHNITTSBON_INDEXIERT,STUECKBON_INDEXIERT,UMSATZ_JE_KUNDE_INDEXIERT,ABVERKAUF_JE_KUNDE_INDEXIERT,RABATT_JE_KUNDE_INDEXIERT
1,201507,2015,7,Sommer,201411,2014,11,Herbst,0,8,100.0,100.0,50.51,50.5138,85.72,141.43,0.0102707336,84.77,81.25,87.86,167.82,101.11,95.85,169.69,160.85,173.92
1,201508,2015,8,Sommer,201411,2014,11,Herbst,0,9,100.0,100.0,49.61,49.6076,78.03,132.63,0.0099696385,81.12,74.75,69.12,163.52,96.19,92.16,157.29,150.69,139.33
1,201509,2015,9,Herbst,201411,2014,11,Herbst,0,10,100.0,100.0,51.17,51.1693,75.74,127.05,0.0101013838,79.99,68.38,63.9,156.32,94.69,85.49,148.01,133.64,124.89
1,201510,2015,10,Herbst,201411,2014,11,Herbst,0,11,100.0,100.0,51.19,51.1931,80.36,140.6,0.0096853874,81.52,69.94,74.8,159.24,98.58,85.8,156.98,136.63,146.11
1,201511,2015,11,Herbst,201411,2014,11,Herbst,0,12,100.0,100.0,49.58,49.5786,80.47,136.74,0.0099718939,79.74,67.2,76.71,160.83,100.91,84.28,162.3,135.55,154.73
1,201512,2015,12,Winter,201411,2014,11,Herbst,0,13,100.0,100.0,50.4,50.4043,94.03,167.2,0.009529461,80.03,72.27,87.87,158.78,117.49,90.3,186.55,143.39,174.32
1,201601,2016,1,Winter,201411,2014,11,Herbst,0,14,100.0,100.0,50.59,50.5863,84.89,151.1,0.0095204534,80.39,68.76,89.61,158.91,105.61,85.53,167.82,135.92,177.15
1,201602,2016,2,Winter,201411,2014,11,Herbst,0,15,100.0,100.0,51.52,51.5189,86.09,138.42,0.0105397089,83.18,68.58,125.43,161.45,103.5,82.46,167.11,133.13,243.46
1,201603,2016,3,Frühling,201411,2014,11,Herbst,0,16,100.0,100.0,52.42,52.4237,94.01,171.54,0.0092862172,90.88,74.49,108.37,173.36,103.44,81.97,179.32,142.1,206.72
1,201604,2016,4,Frühling,201411,2014,11,Herbst,0,17,100.0,100.0,52.08,52.0847,97.25,172.53,0.0095518106,91.04,77.28,142.14,174.79,106.82,84.89,186.72,148.38,272.9
1,201605,2016,5,Frühling,201411,2014,11,Herbst,0,18,100.0,100.0,51.83,51.8288,99.12,183.72,0.0091420154,94.83,81.93,137.28,182.96,104.52,86.4,191.24,158.08,264.88
1,201606,2016,6,Sommer,201411,2014,11,Herbst,0,19,100.0,100.0,53.33,53.3299,100.96,182.3,0.0093845145,97.45,85.67,169.51,182.73,103.6,87.91,189.31,160.64,317.84
1,201607,2016,7,Sommer,201411,2014,11,Herbst,0,20,100.0,100.0,53.63,53.632,101.29,191.25,0.0089745127,97.17,90.08,156.67,181.18,104.24,92.71,188.86,167.97,292.11
1,201608,2016,8,Sommer,201411,2014,11,Herbst,0,21,100.0,100.0,52.06,52.057,90.84,174.95,0.0087993679,90.12,80.81,148.24,173.12,100.8,89.67,174.51,155.23,284.76
1,201609,2016,9,Herbst,201411,2014,11,Herbst,0,22,100.0,100.0,52.4,52.4026,89.91,168.55,0.0090394005,93.41,80.05,194.84,178.25,96.26,85.7,171.58,152.76,371.81
1,201610,2016,10,Herbst,201411,2014,11,Herbst,0,23,100.0,100.0,56.31,56.3083,100.97,197.33,0.0086702251,101.99,89.06,236.64,181.13,98.99,87.32,179.31,158.16,420.26
1,201611,2016,11,Herbst,201411,2014,11,Herbst,0,24,100.0,100.0,58.26,58.2644,102.39,193.64,0.0089600954,102.09,86.95,419.86,175.21,100.29,85.17,175.73,149.24,720.61
1,201612,2016,12,Winter,201411,2014,11,Herbst,0,25,100.0,100.0,60.16,60.1599,119.71,237.22,0.0085512637,104.95,95.22,350.28,174.46,114.06,90.72,198.98,158.28,582.24
1,201701,2017,1,Winter,201411,2014,11,Herbst,0,26,100.0,100.0,57.37,57.3701,101.64,202.51,0.0085051105,93.57,83.16,191.75,163.09,108.63,88.87,177.17,144.95,334.24
1,201702,2017,2,Winter,201411,2014,11,Herbst,0,27,100.0,100.0,58.68,58.6812,103.39,194.83,0.008992412,98.84,86.95,317.63,168.43,104.61,87.97,176.19,148.17,541.27
1,201703,2017,3,Frühling,201411,2014,11,Herbst,0,28,100.0,100.0,60.52,60.52,121.51,245.71,0.008380311,114.65,100.1,356.32,189.44,105.99,87.31,200.78,165.4,588.77
1,201704,2017,4,Frühling,201411,2014,11,Herbst,0,29,100.0,100.0,58.45,58.4451,106.71,210.78,0.008578735,102.03,89.33,268.61,174.57,104.59,87.55,182.58,152.84,459.59
1,201705,2017,5,Frühling,201411,2014,11,Herbst,0,30,100.0,100.0,57.35,57.3516,115.24,235.78,0.0082821613,109.87,97.72,190.71,191.57,104.89,88.95,200.93,170.39,332.53
1,201706,2017,6,Sommer,201411,2014,11,Herbst,0,31,100.0,100.0,57.43,57.4321,112.3,222.73,0.0085441201,106.54,98.68,202.98,185.51,105.41,92.62,195.54,171.81,353.43
1,201707,2017,7,Sommer,201411,2014,11,Herbst,0,32,100.0,100.0,56.1,56.1025,106.92,220.9,0.0082021016,103.6,96.75,203.8,184.66,103.21,93.38,190.58,172.44,363.27
1,201708,2017,8,Sommer,201411,2014,11,Herbst,0,33,100.0,100.0,54.78,54.7769,101.19,211.6,0.0081039356,98.2,89.23,149.75,179.28,103.05,90.86,184.74,162.89,273.38
2,201412,2014,12,Winter,201412,2014,12,Winter,1,0,66.2,113.16,66.2,100.0,69.42,124.57,0.0094438148,59.66,63.42,113.44,90.13,116.36,106.3,104.87,95.8,171.37
2,201501,2015,1,Winter,201412,2014,12,Winter,0,1,66.2,113.16,39.27,59.3182,51.18,112.12,0.0077361752,52.62,50.89,54.08,133.99,97.28,96.72,130.35,129.6,137.73
2,201502,2015,2,Winter,201412,2014,12,Winter,0,2,66.2,113.16,36.36,54.9206,46.56,98.69,0.007993942,47.1,45.05,39.89,129.56,98.84,95.63,128.05,123.9,109.73
2,201503,2015,3,Frühling,201412,2014,12,Winter,0,3,66.2,113.16,34.7,52.4239,45.98,114.62,0.0067975337,47.72,44.44,39.94,137.52,96.34,93.11,132.49,128.04,115.09
2,201504,2015,4,Frühling,201412,2014,12,Winter,0,4,66.2,113.16,30.49,46.0538,45.37,116.9,0.0065776001,45.15,41.26,36.45,148.1,100.5,91.39,148.83,135.34,119.55
2,201505,2015,5,Frühling,201412,2014,12,Winter,0,5,66.2,113.16,30.54,46.1414,46.08,129.83,0.0060147814,47.71,41.99,38.11,156.19,96.6,88.02,150.87,137.48,124.76
2,201506,2015,6,Sommer,201412,2014,12,Winter,0,6,66.2,113.16,30.65,46.2968,48.42,131.75,0.0062277466,50.09,45.55,53.72,163.43,96.67,90.95,157.99,148.64,175.28
2,201507,2015,7,Sommer,201412,2014,12,Winter,0,7,66.2,113.16,31.12,47.0062,50.23,141.43,0.0060180072,51.23,47.99,51.35,164.65,98.03,93.67,161.41,154.23,165.03
2,201508,2015,8,Sommer,201412,2014,12,Winter,0,8,66.2,113.16,30.39,45.9123,45.78,132.63,0.0058493907,49.28,44.37,40.82,162.13,92.91,90.05,150.63,146.0,134.29
2,201509,2015,9,Herbst,201412,2014,12,Winter,0,9,66.2,113.16,31.02,46.8587,44.41,127.05,0.0059233343,48.21,40.19,37.7,155.43,92.12,83.37,143.17,129.58,121.54
2,201510,2015,10,Herbst,201412,2014,12,Winter,0,10,66.2,113.16,30.8,46.528,46.65,140.6,0.0056223935,48.75,40.71,43.86,158.29,95.69,83.49,151.46,132.16,142.4
2,201511,2015,11,Herbst,201412,2014,12,Winter,0,11,66.2,113.16,29.72,44.9001,46.54,136.74,0.0057671923,47.55,39.04,45.47,159.97,97.88,82.11,156.57,131.35,152.99
2,201512,2015,12,Winter,201412,2014,12,Winter,0,12,66.2,113.16,31.47,47.5402,57.6,167.2,0.0058372548,50.4,44.4,54.18,160.16,114.27,88.08,183.02,141.07,172.16
2,201601,2016,1,Winter,201412,2014,12,Winter,0,13,66.2,113.16,30.98,46.799,49.75,151.1,0.0055787746,49.2,40.71,52.29,158.82,101.11,82.75,160.57,131.42,168.77
2,201602,2016,2,Winter,201412,2014,12,Winter,0,14,66.2,113.16,31.58,47.7096,50.0,138.42,0.006121689,50.11,40.15,74.53,158.66,99.79,80.13,158.33,127.13,235.98
2,201603,2016,3,Frühling,201412,2014,12,Winter,0,15,66.2,113.16,32.11,48.5046,55.04,171.54,0.0054367399,54.91,44.09,65.87,171.02,100.23,80.29,171.41,137.31,205.13
2,201604,2016,4,Frühling,201412,2014,12,Winter,0,16,66.2,113.16,31.77,47.9985,56.81,172.53,0.0055799972,54.79,45.33,88.42,172.44,103.69,82.73,178.8,142.65,278.27
2,201605,2016,5,Frühling,201412,2014,12,Winter,0,17,66.2,113.16,31.46,47.5302,56.97,183.72,0.0052544893,56.62,47.42,80.55,179.94,100.62,83.76,181.06,150.72,256.02
2,201606,2016,6,Sommer,201412,2014,12,Winter,0,18,66.2,113.16,32.45,49.0227,58.3,182.3,0.0054193432,58.14,49.94,100.68,179.15,100.28,85.89,179.65,153.88,310.25
2,201607,2016,7,Sommer,201412,2014,12,Winter,0,19,66.2,113.16,33.17,50.1086,59.46,191.25,0.0052687424,58.84,53.39,95.83,177.37,101.07,90.74,179.26,160.95,288.91
2,201608,2016,8,Sommer,201412,2014,12,Winter,0,20,66.2,113.16,31.83,48.0822,53.19,174.95,0.0051518743,54.28,47.95,90.28,170.54,97.98,88.34,167.1,150.65,283.62
2,201609,2016,9,Herbst,201412,2014,12,Winter,0,21,66.2,113.16,32.06,48.4249,52.72,168.55,0.0053005811,56.48,47.07,120.31,176.18,93.35,83.35,164.47,146.84,375.31
2,201610,2016,10,Herbst,201412,2014,12,Winter,0,22,66.2,113.16,34.55,52.1848,59.68,197.33,0.0051249649,62.2,52.97,145.84,180.05,95.95,85.16,172.76,153.33,422.16
2,201611,2016,11,Herbst,201412,2014,12,Winter,0,23,66.2,113.16,36.19,54.6675,60.48,193.64,0.0052922486,62.83,51.76,266.74,173.63,96.25,82.38,167.11,143.03,737.09
2,201612,2016,12,Winter,201412,2014,12,Winter,0,24,66.2,113.16,38.19,57.6882,73.52,237.22,0.0052520637,66.52,58.7,228.51,174.19,110.53,88.25,192.53,153.72,598.38
2,201701,2017,1,Winter,201412,2014,12,Winter,0,25,66.2,113.16,35.78,54.0518,60.5,202.51,0.0050626173,58.06,49.78,121.73,162.27,104.2,85.73,169.09,139.12,340.2
2,201702,2017,2,Winter,201412,2014,12,Winter,0,26,66.2,113.16,36.43,55.0282,61.76,194.83,0.0053718835,60.96,52.3,196.54,167.34,101.32,85.8,169.55,143.57,539.53
2,201703,2017,3,Frühling,201412,2014,12,Winter,0,27,66.2,113.16,37.94,57.3077,72.64,245.71,0.0050093944,70.83,59.96,220.52,186.7,102.55,84.65,191.47,158.04,581.29
2,201704,2017,4,Frühling,201412,2014,12,Winter,0,28,66.2,113.16,36.13,54.5839,62.41,210.78,0.0050174523,61.9,52.39,159.0,171.3,100.83,84.64,172.72,144.99,440.02
2,201705,2017,5,Frühling,201412,2014,12,Winter,0,29,66.2,113.16,35.2,53.1691,67.63,235.78,0.0048608505,66.12,57.68,114.68,187.86,102.29,87.23,192.16,163.87,325.81
2,201706,2017,6,Sommer,201412,2014,12,Winter,0,30,66.2,113.16,35.53,53.6792,66.19,222.73,0.0050357463,64.72,58.73,124.07,182.13,102.27,90.74,186.26,165.26,349.16
2,201707,2017,7,Sommer,201412,2014,12,Winter,0,31,66.2,113.16,34.64,52.3203,62.92,220.9,0.004826604,62.64,57.3,123.91,180.85,100.45,91.48,181.66,165.44,357.77
2,201708,2017,8,Sommer,201412,2014,12,Winter,0,32,66.2,113.16,33.83,51.0989,60.08,211.6,0.0048113993,59.55,53.16,90.32,176.04,100.89,89.26,177.61,157.14,267.02
3,201501,2015,1,Winter,201501,2015,1,Winter,1,0,43.52,121.82,43.52,100.0,42.67,112.12,0.0064486178,39.43,40.99,45.72,90.59,108.21,103.97,98.03,94.19,105.04
3,201502,2015,2,Winter,201501,2015,1,Winter,0,1,43.52,121.82,26.64,61.1983,32.89,98.69,0.0056472123,33.75,31.94,27.22,126.71,97.45,94.65,123.48,119.93,102.2
3,201503,2015,3,Frühling,201501,2015,1,Winter,0,2,43.52,121.82,25.08,57.6161,32.53,114.62,0.0048087677,34.36,31.75,25.49,137.02,94.67,92.41,129.71,126.62,101.67
3,201504,2015,4,Frühling,201501,2015,1,Winter,0,3,43.52,121.82,22.23,51.0789,30.28,116.9,0.0043889142,30.54,27.75,22.37,137.37,99.14,90.86,136.19,124.81,100.62
3,201505,2015,5,Frühling,201501,2015,1,Winter,0,4,43.52,121.82,21.15,48.5847,30.67,129.83,0.0040029305,31.88,27.99,23.6,150.75,96.22,87.8,145.04,132.35,111.59
3,201506,2015,6,Sommer,201501,2015,1,Winter,0,5,43.52,121.82,20.83,47.8634,31.03,131.75,0.0039905581,32.06,29.0,31.57,153.91,96.77,90.44,148.94,139.2,151.57
3,201507,2015,7,Sommer,201501,2015,1,Winter,0,6,43.52,121.82,20.88,47.9816,31.95,141.43,0.0038276727,32.55,30.55,29.59,155.86,98.15,93.86,152.97,146.29,141.71
3,201508,2015,8,Sommer,201501,2015,1,Winter,0,7,43.52,121.82,20.35,46.7602,29.18,132.63,0.0037277581,31.55,28.38,24.94,155.04,92.47,89.95,143.36,139.46,122.55
3,201509,2015,9,Herbst,201501,2015,1,Winter,0,8,43.52,121.82,20.62,47.3785,28.37,127.05,0.0037836238,30.76,25.6,22.3,149.17,92.23,83.22,137.58,124.14,108.14
3,201510,2015,10,Herbst,201501,2015,1,Winter,0,9,43.52,121.82,20.36,46.7814,29.42,140.6,0.0035459801,30.65,25.71,24.52,150.53,96.0,83.9,144.51,126.3,120.43
3,201511,2015,11,Herbst,201501,2015,1,Winter,0,10,43.52,121.82,19.5,44.8115,29.0,136.74,0.0035940764,29.85,24.64,25.63,153.06,97.15,82.53,148.7,126.32,131.4
3,201512,2015,12,Winter,201501,2015,1,Winter,0,11,43.52,121.82,20.31,46.6541,35.09,167.2,0.0035563114,30.73,27.1,30.91,151.34,114.19,88.2,172.82,133.48,152.22
3,201601,2016,1,Winter,201501,2015,1,Winter,0,12,43.52,121.82,20.32,46.6784,31.66,151.1,0.0035503502,30.95,25.93,31.79,152.36,102.28,83.78,155.83,127.64,156.5
3,201602,2016,2,Winter,201501,2015,1,Winter,0,13,43.52,121.82,20.38,46.8208,31.86,138.42,0.0039007214,31.39,25.46,44.23,154.04,101.51,81.12,156.36,124.95,217.03
3,201603,2016,3,Frühling,201501,2015,1,Winter,0,14,43.52,121.82,20.85,47.9058,34.63,171.54,0.0034204466,34.42,27.73,39.0,165.1,100.59,80.55,166.07,132.99,187.03
3,201604,2016,4,Frühling,201501,2015,1,Winter,0,15,43.52,121.82,20.52,47.1451,35.63,172.53,0.0034999836,34.1,28.45,50.75,166.19,104.5,83.43,173.67,138.65,247.32
3,201605,2016,5,Frühling,201501,2015,1,Winter,0,16,43.52,121.82,20.38,46.8269,35.79,183.72,0.0033011662,35.38,29.67,47.82,173.59,101.17,83.88,175.61,145.6,234.64
3,201606,2016,6,Sommer,201501,2015,1,Winter,0,17,43.52,121.82,20.99,48.224,36.23,182.3,0.0033675331,36.26,30.92,58.91,172.78,99.9,85.25,172.61,147.3,280.66
3,201607,2016,7,Sommer,201501,2015,1,Winter,0,18,43.52,121.82,21.26,48.8483,37.37,191.25,0.0033107615,37.0,33.43,55.47,174.04,100.98,90.34,175.76,157.23,260.93
3,201608,2016,8,Sommer,201501,2015,1,Winter,0,19,43.52,121.82,20.38,46.8148,32.91,174.95,0.0031872887,33.61,29.33,52.76,164.94,97.91,87.28,161.5,143.97,258.97
3,201609,2016,9,Herbst,201501,2015,1,Winter,0,20,43.52,121.82,20.2,46.4026,31.97,168.55,0.0032139497,34.39,28.46,67.62,170.3,92.95,82.75,158.29,140.92,334.83
3,201610,2016,10,Herbst,201501,2015,1,Winter,0,21,43.52,121.82,21.77,50.0121,36.41,197.33,0.0031263054,38.02,32.34,83.76,174.68,95.75,85.06,167.26,148.59,384.8
3,201611,2016,11,Herbst,201501,2015,1,Winter,0,22,43.52,121.82,22.64,52.0215,36.75,193.64,0.0032161424,37.99,31.46,143.08,167.8,96.74,82.81,162.32,138.96,631.97
3,201612,2016,12,Winter,201501,2015,1,Winter,0,23,43.52,121.82,23.74,54.5521,43.7,237.22,0.0031214792,39.74,34.88,125.95,167.39,109.95,87.77,184.05,146.91,530.5
3,201701,2017,1,Winter,201501,2015,1,Winter,0,24,43.52,121.82,22.68,52.1063,38.02,202.51,0.0031811411,36.08,31.15,72.0,159.08,105.38,86.33,167.64,137.34,317.47
3,201702,2017,2,Winter,201501,2015,1,Winter,0,25,43.52,121.82,23.18,53.2671,38.33,194.83,0.003334058,37.63,32.42,112.81,162.31,101.87,86.15,165.35,139.83,486.6
3,201703,2017,3,Frühling,201501,2015,1,Winter,0,26,43.52,121.82,23.9,54.9157,44.26,245.71,0.0030520791,43.31,36.59,125.42,181.2,102.18,84.48,185.16,153.07,524.77
3,201704,2017,4,Frühling,201501,2015,1,Winter,0,27,43.52,121.82,22.73,52.2306,38.72,210.78,0.0031124947,38.29,32.66,93.93,168.44,101.11,85.29,170.31,143.66,413.22
3,201705,2017,5,Frühling,201501,2015,1,Winter,0,28,43.52,121.82,22.2,51.0032,40.95,235.78,0.0029430525,40.65,34.83,64.77,183.14,100.73,85.67,184.47,156.89,291.78
3,201706,2017,6,Sommer,201501,2015,1,Winter,0,29,43.52,121.82,22.3,51.2274,40.53,222.73,0.0030834453,39.63,35.67,70.84,177.74,102.27,90.01,181.78,159.98,317.73
3,201707,2017,7,Sommer,201501,2015,1,Winter,0,30,43.52,121.82,21.89,50.3,39.17,220.9,0.0030048252,38.71,35.45,72.4,176.81,101.2,91.58,178.93,161.93,330.72
3,201708,2017,8,Sommer,201501,2015,1,Winter,0,31,43.52,121.82,21.31,48.9665,36.47,211.6,0.0029202362,36.3,32.12,52.47,170.34,100.45,88.49,171.1,150.73,246.2
4,201502,2015,2,Winter,201502,2015,2,Winter,1,0,33.93,128.56,33.93,100.0,31.07,98.69,0.0053355305,29.54,29.72,30.19,87.08,105.18,100.61,91.59,87.62,88.99
4,201503,2015,3,Frühling,201502,2015,2,Winter,0,1,33.93,128.56,19.79,58.3204,24.58,114.62,0.0036342767,26.73,24.03,18.39,135.09,91.97,89.91,124.25,121.46,92.93
4,201504,2015,4,Frühling,201502,2015,2,Winter,0,2,33.93,128.56,18.36,54.1135,24.02,116.9,0.0034816425,24.37,22.02,16.7,132.72,98.57,90.37,130.83,119.93,90.94
4,201505,2015,5,Frühling,201502,2015,2,Winter,0,3,33.93,128.56,17.06,50.2799,23.74,129.83,0.0030990674,24.75,21.45,17.93,145.12,95.92,86.65,139.2,125.75,105.14
4,201506,2015,6,Sommer,201502,2015,2,Winter,0,4,33.93,128.56,16.67,49.133,23.64,131.75,0.0030399497,24.87,22.27,23.79,149.23,95.02,89.55,141.8,133.63,142.7
4,201507,2015,7,Sommer,201502,2015,2,Winter,0,5,33.93,128.56,16.28,47.9782,23.8,141.43,0.0028522742,24.6,22.69,21.61,151.15,96.76,92.24,146.25,139.42,132.75
4,201508,2015,8,Sommer,201502,2015,2,Winter,0,6,33.93,128.56,15.63,46.0692,21.81,132.63,0.0027868074,23.82,21.17,17.84,152.43,91.55,88.86,139.56,135.45,114.17
4,201509,2015,9,Herbst,201502,2015,2,Winter,0,7,33.93,128.56,16.0,47.1617,21.03,127.05,0.0028048567,23.17,19.21,16.73,144.8,90.77,82.92,131.44,120.06,104.55
4,201510,2015,10,Herbst,201502,2015,2,Winter,0,8,33.93,128.56,15.82,46.6369,22.24,140.6,0.0026801218,23.72,19.56,18.56,149.9,93.76,82.46,140.55,123.62,117.32
4,201511,2015,11,Herbst,201502,2015,2,Winter,0,9,33.93,128.56,15.01,44.2535,22.09,136.74,0.0027378026,22.9,18.68,19.9,152.51,96.49,81.6,147.15,124.44,132.56
4,201512,2015,12,Winter,201502,2015,2,Winter,0,10,33.93,128.56,15.29,45.0778,25.74,167.2,0.0026084204,22.7,19.97,23.14,148.46,113.37,87.98,168.3,130.61,151.29
4,201601,2016,1,Winter,201502,2015,2,Winter,0,11,33.93,128.56,15.37,45.3072,23.47,151.1,0.0026325449,23.11,19.17,23.36,150.34,101.59,82.97,152.72,124.73,151.98
4,201602,2016,2,Winter,201502,2015,2,Winter,0,12,33.93,128.56,15.6,45.9837,23.89,138.42,0.0029245718,23.82,19.12,32.97,152.67,100.3,80.28,153.13,122.56,211.36
4,201603,2016,3,Frühling,201502,2015,2,Winter,0,13,33.93,128.56,15.9,46.874,26.24,171.54,0.0025921997,26.16,20.94,29.45,164.5,100.31,80.03,165.02,131.66,185.22
4,201604,2016,4,Frühling,201502,2015,2,Winter,0,14,33.93,128.56,15.65,46.1353,26.44,172.53,0.0025968571,26.04,21.25,36.77,166.38,101.53,81.59,168.92,135.75,234.9
4,201605,2016,5,Frühling,201502,2015,2,Winter,0,15,33.93,128.56,15.51,45.7232,27.04,183.72,0.0024938944,27.27,22.53,35.74,175.78,99.16,82.64,174.31,145.27,230.39
4,201606,2016,6,Sommer,201502,2015,2,Winter,0,16,33.93,128.56,16.0,47.1501,26.87,182.3,0.0024979551,27.47,23.02,44.55,171.73,97.83,83.8,168.0,143.9,278.52
4,201607,2016,7,Sommer,201502,2015,2,Winter,0,17,33.93,128.56,16.01,47.1812,27.06,191.25,0.0023979549,27.18,24.26,39.85,169.82,99.56,89.24,169.08,151.56,248.97
4,201608,2016,8,Sommer,201502,2015,2,Winter,0,18,33.93,128.56,15.46,45.556,24.02,174.95,0.0023265205,24.94,21.44,37.33,161.39,96.29,85.97,155.41,138.76,241.56
4,201609,2016,9,Herbst,201502,2015,2,Winter,0,19,33.93,128.56,15.24,44.9261,23.52,168.55,0.0023646688,25.62,21.14,49.59,168.12,91.79,82.49,154.32,138.67,325.39
4,201610,2016,10,Herbst,201502,2015,2,Winter,0,20,33.93,128.56,16.65,49.0863,27.05,197.33,0.0023224803,28.53,24.21,61.65,171.29,94.81,84.89,162.41,145.41,370.23
4,201611,2016,11,Herbst,201502,2015,2,Winter,0,21,33.93,128.56,17.22,50.7504,27.22,193.64,0.0023816126,28.52,23.11,106.28,165.67,95.41,81.03,158.07,134.23,617.28
4,201612,2016,12,Winter,201502,2015,2,Winter,0,22,33.93,128.56,17.76,52.3561,31.7,237.22,0.0022643462,29.37,25.38,89.34,165.36,107.92,86.42,178.46,142.9,502.99
4,201701,2017,1,Winter,201502,2015,2,Winter,0,23,33.93,128.56,16.89,49.7978,27.01,202.51,0.0022599117,26.44,22.24,51.46,156.52,102.13,84.1,159.86,131.64,304.6
4,201702,2017,2,Winter,201502,2015,2,Winter,0,24,33.93,128.56,17.4,51.2753,28.08,194.83,0.0024419201,27.87,23.81,83.11,160.22,100.74,85.44,161.4,136.9,477.8
4,201703,2017,3,Frühling,201502,2015,2,Winter,0,25,33.93,128.56,18.05,53.1921,32.75,245.71,0.0022586593,32.47,27.25,92.74,179.9,100.88,83.92,181.49,150.98,513.89
4,201704,2017,4,Frühling,201502,2015,2,Winter,0,26,33.93,128.56,17.31,51.0109,28.9,210.78,0.0023236899,29.16,24.24,70.86,168.5,99.12,83.14,167.02,140.09,409.47
4,201705,2017,5,Frühling,201502,2015,2,Winter,0,27,33.93,128.56,16.88,49.7473,30.99,235.78,0.0022275636,30.81,26.35,49.49,182.56,100.59,85.52,183.65,156.13,293.24
4,201706,2017,6,Sommer,201502,2015,2,Winter,0,28,33.93,128.56,16.96,49.9961,30.08,222.73,0.0022886228,29.73,26.49,52.08,175.25,101.2,89.12,177.35,156.18,307.03
4,201707,2017,7,Sommer,201502,2015,2,Winter,0,29,33.93,128.56,16.53,48.7131,28.39,220.9,0.0021781259,28.87,25.89,52.0,174.7,98.34,89.69,171.81,156.69,314.63
4,201708,2017,8,Sommer,201502,2015,2,Winter,0,30,33.93,128.56,16.03,47.2473,26.77,211.6,0.0021440425,27.32,23.67,38.07,170.47,97.98,86.64,167.03,147.69,237.52
5,201503,2015,3,Frühling,201503,2015,3,Frühling,1,0,23.8,133.3,23.8,100.0,21.29,114.62,0.0031475566,20.75,20.33,16.5,87.21,102.58,97.94,89.47,85.42,69.35
5,201504,2015,4,Frühling,201503,2015,3,Frühling,0,1,23.8,133.3,14.2,59.6863,18.4,116.9,0.0026667126,19.45,17.04,12.82,136.93,94.58,87.59,129.52,119.95,90.29
5,201505,2015,5,Frühling,201503,2015,3,Frühling,0,2,23.8,133.3,12.97,54.5092,17.49,129.83,0.0022829427,18.77,16.13,13.99,144.71,93.18,85.92,134.85,124.34,107.84
5,201506,2015,6,Sommer,201503,2015,3,Frühling,0,3,23.8,133.3,12.23,51.383,16.98,131.75,0.0021843622,18.16,15.94,17.7,148.53,93.52,87.77,138.9,130.36,144.73
5,201507,2015,7,Sommer,201503,2015,3,Frühling,0,4,23.8,133.3,11.99,50.3797,17.25,141.43,0.0020662717,17.8,16.43,16.68,148.49,96.87,92.28,143.84,137.02,139.15
5,201508,2015,8,Sommer,201503,2015,3,Frühling,0,5,23.8,133.3,11.4,47.9242,15.5,132.63,0.0019803709,17.11,15.03,13.19,150.07,90.56,87.82,135.91,131.8,115.65
5,201509,2015,9,Herbst,201503,2015,3,Frühling,0,6,23.8,133.3,11.55,48.5228,15.07,127.05,0.0020095522,16.8,13.67,12.28,145.51,89.68,81.37,130.49,118.4,106.32
5,201510,2015,10,Herbst,201503,2015,3,Frühling,0,7,23.8,133.3,11.27,47.3699,15.67,140.6,0.0018890291,16.76,13.71,13.76,148.68,93.52,81.81,139.05,121.63,122.09
5,201511,2015,11,Herbst,201503,2015,3,Frühling,0,8,23.8,133.3,10.78,45.3079,15.65,136.74,0.0019390726,16.28,13.15,14.58,151.0,96.11,80.77,145.13,121.96,135.24
5,201512,2015,12,Winter,201503,2015,3,Frühling,0,9,23.8,133.3,10.8,45.38,17.54,167.2,0.0017779535,15.65,13.55,16.48,144.93,112.1,86.57,162.46,125.46,152.6
5,201601,2016,1,Winter,201503,2015,3,Frühling,0,10,23.8,133.3,11.01,46.2502,16.03,151.1,0.0017980999,16.03,13.07,16.4,145.67,100.01,81.53,145.68,118.76,148.98
5,201602,2016,2,Winter,201503,2015,3,Frühling,0,11,23.8,133.3,11.05,46.4387,16.47,138.42,0.0020163945,16.7,13.13,22.65,151.16,98.6,78.58,149.04,118.78,204.95
5,201603,2016,3,Frühling,201503,2015,3,Frühling,0,12,23.8,133.3,11.27,47.3643,18.03,171.54,0.0017812494,18.53,14.43,21.44,164.39,97.32,77.91,159.98,128.07,190.24
5,201604,2016,4,Frühling,201503,2015,3,Frühling,0,13,23.8,133.3,11.1,46.6271,17.96,172.53,0.0017635409,17.94,14.53,26.11,161.66,100.1,80.98,161.82,130.91,235.34
