MONATE_SEIT_EINFUEHRUNG_PROGRAMM_KOHORTE,MONAT,monat_jahr,monat_monat,monat_jahreszeit,KOHORTE,kohorte_jahr,kohorte_monat,kohorte_jahreszeit,ERSTER_MONAT_KOHORTE_FG,MONATE_SEIT_EXISTENZ_KOHORTE,KOHORTENGROESSE_INDEXIERT,KOHORTENGROESSE_KUMULIERT_INDEXIERT,IDENTIFIZIERTE_KUNDEN_INDEXIERT,RETENTIONRATE,UMSATZ_INDEXIERT,MONATLICHER_UMSATZ_INDEXIERT,UMSATZANTEIL_KOHORTE,ANZ_BONS_INDEXIERT,ABVERKAUF_INDEXIERT,RABATT_INDEXIERT,FREQUENZ_INDEXIERT,DURCHSCHNITTSBON_INDEXIERT,STUECKBON_INDEXIERT,UMSATZ_JE_KUNDE_INDEXIERT,ABVERKAUF_JE_KUNDE_INDEXIERT,RABATT_JE_KUNDE_INDEXIERT
10,201606,2016,6,Sommer,201508,2015,8,Sommer,0,10,23.71,156.98,10.86,45.8157,17.75,182.3,0.0016499031,19.24,15.41,27.39,177.16,92.25,80.11,163.43,141.93,252.18
10,201607,2016,7,Sommer,201508,2015,8,Sommer,0,11,23.71,156.98,11.06,46.6448,18.44,191.25,0.0016335236,19.34,16.66,25.41,174.93,95.31,86.14,166.73,150.68,229.81
10,201608,2016,8,Sommer,201508,2015,8,Sommer,0,12,23.71,156.98,10.68,45.0534,16.58,174.95,0.0016060163,18.04,15.04,25.19,168.9,91.91,83.37,155.25,140.82,235.83
10,201609,2016,9,Herbst,201508,2015,8,Sommer,0,13,23.71,156.98,10.25,43.245,15.5,168.55,0.001558166,18.16,14.06,32.04,177.17,85.33,77.43,151.18,137.18,312.57
10,201610,2016,10,Herbst,201508,2015,8,Sommer,0,14,23.71,156.98,10.76,45.3761,16.95,197.33,0.0014551909,19.01,15.16,37.25,176.69,89.16,79.74,157.54,140.9,346.27
10,201611,2016,11,Herbst,201508,2015,8,Sommer,0,15,23.71,156.98,10.96,46.2497,17.19,193.64,0.001504317,18.67,14.86,64.84,170.32,92.06,79.6,156.79,135.58,591.41
10,201612,2016,12,Winter,201508,2015,8,Sommer,0,16,23.71,156.98,11.33,47.7966,19.87,237.22,0.0014195172,18.94,15.99,54.07,167.14,104.93,84.44,175.38,141.12,477.24
10,201701,2017,1,Winter,201508,2015,8,Sommer,0,17,23.71,156.98,10.61,44.7529,16.81,202.51,0.0014065859,16.75,13.96,28.67,157.89,100.35,83.33,158.45,131.56,270.28
10,201702,2017,2,Winter,201508,2015,8,Sommer,0,18,23.71,156.98,10.89,45.9214,16.99,194.83,0.0014774898,17.59,14.53,48.3,161.61,96.56,82.61,156.05,133.51,443.64
10,201703,2017,3,Frühling,201508,2015,8,Sommer,0,19,23.71,156.98,11.09,46.8006,19.63,245.71,0.0013539085,20.32,16.51,54.56,183.17,96.6,81.23,176.95,148.8,491.81
10,201704,2017,4,Frühling,201508,2015,8,Sommer,0,20,23.71,156.98,10.92,46.0494,17.85,210.78,0.0014351955,18.64,15.15,42.03,170.75,95.77,81.28,163.54,138.79,385.03
10,201705,2017,5,Frühling,201508,2015,8,Sommer,0,21,23.71,156.98,10.66,44.9588,18.75,235.78,0.001347415,19.76,16.21,29.16,185.44,94.86,82.02,175.91,152.09,273.61
10,201706,2017,6,Sommer,201508,2015,8,Sommer,0,22,23.71,156.98,10.78,45.4596,18.52,222.73,0.001409358,19.39,16.53,31.48,179.91,95.54,85.27,171.9,153.42,292.15
10,201707,2017,7,Sommer,201508,2015,8,Sommer,0,23,23.71,156.98,10.57,44.5972,18.19,220.9,0.0013950994,19.08,16.64,32.52,180.47,95.32,87.23,172.02,157.42,307.63
10,201708,2017,8,Sommer,201508,2015,8,Sommer,0,24,23.71,156.98,10.53,44.408,17.29,211.6,0.0013845514,18.35,15.44,24.1,174.27,94.24,84.19,164.23,146.71,228.96
11,201509,2015,9,Herbst,201509,2015,9,Herbst,1,0,29.59,162.87,29.59,100.0,25.29,127.05,0.0033732681,29.42,22.74,19.95,99.41,85.97,77.28,85.46,76.83,67.42
11,201510,2015,10,Herbst,201509,2015,9,Herbst,0,1,29.59,162.87,18.18,61.4325,23.62,140.6,0.0028468596,29.05,21.02,17.53,159.8,81.31,72.34,129.93,115.59,96.43
11,201511,2015,11,Herbst,201509,2015,9,Herbst,0,2,29.59,162.87,15.8,53.3919,21.12,136.74,0.0026178858,24.91,18.16,17.92,157.63,84.81,72.92,133.7,114.95,113.4
11,201512,2015,12,Winter,201509,2015,9,Herbst,0,3,29.59,162.87,15.0,50.6819,22.59,167.2,0.0022895053,22.08,17.74,18.79,147.2,102.33,80.36,150.62,118.28,125.25
11,201601,2016,1,Winter,201509,2015,9,Herbst,0,4,29.59,162.87,14.5,49.0105,20.5,151.1,0.0022987508,21.97,16.93,18.13,151.46,93.31,77.08,141.33,116.74,125.01
11,201602,2016,2,Winter,201509,2015,9,Herbst,0,5,29.59,162.87,14.36,48.5381,20.36,138.42,0.0024923828,22.2,16.57,25.25,154.52,91.72,74.65,141.73,115.35,175.81
11,201603,2016,3,Frühling,201509,2015,9,Herbst,0,6,29.59,162.87,14.52,49.0729,21.8,171.54,0.0021532668,24.15,17.8,23.34,166.28,90.27,73.72,150.1,122.58,160.73
11,201604,2016,4,Frühling,201509,2015,9,Herbst,0,7,29.59,162.87,14.04,47.4505,21.69,172.53,0.0021301219,23.31,17.61,29.41,165.99,93.04,75.56,154.44,125.43,209.42
11,201605,2016,5,Frühling,201509,2015,9,Herbst,0,8,29.59,162.87,13.92,47.036,22.28,183.72,0.0020552362,24.63,18.77,28.25,176.94,90.47,76.19,160.08,134.81,202.96
11,201606,2016,6,Sommer,201509,2015,9,Herbst,0,9,29.59,162.87,14.13,47.7625,22.32,182.3,0.0020750273,24.51,19.23,35.58,173.41,91.07,78.46,157.93,136.06,251.7
11,201607,2016,7,Sommer,201509,2015,9,Herbst,0,10,29.59,162.87,13.74,46.4298,22.1,191.25,0.001958038,23.36,19.76,30.72,170.03,94.59,84.56,160.83,143.78,223.56
11,201608,2016,8,Sommer,201509,2015,9,Herbst,0,11,29.59,162.87,13.27,44.852,19.7,174.95,0.0019078995,21.62,17.78,28.51,162.89,91.1,82.23,148.4,133.94,214.79
11,201609,2016,9,Herbst,201509,2015,9,Herbst,0,12,29.59,162.87,13.63,46.0421,20.03,168.55,0.0020141507,23.55,17.98,40.67,172.87,85.05,76.34,147.03,131.98,298.47
11,201610,2016,10,Herbst,201509,2015,9,Herbst,0,13,29.59,162.87,14.32,48.3776,22.52,197.33,0.0019340313,25.3,20.12,48.48,176.72,89.02,79.54,157.31,140.56,338.63
11,201611,2016,11,Herbst,201509,2015,9,Herbst,0,14,29.59,162.87,14.35,48.4846,21.97,193.64,0.0019230329,24.08,18.85,80.1,167.84,91.25,78.25,153.15,131.34,558.24
11,201612,2016,12,Winter,201509,2015,9,Herbst,0,15,29.59,162.87,14.6,49.3448,25.11,237.22,0.0017937157,24.13,20.17,66.57,165.27,104.04,83.58,171.95,138.13,455.86
11,201701,2017,1,Winter,201509,2015,9,Herbst,0,16,29.59,162.87,13.77,46.5145,21.37,202.51,0.0017881715,21.46,17.73,36.86,155.9,99.58,82.61,155.24,128.78,267.78
11,201702,2017,2,Winter,201509,2015,9,Herbst,0,17,29.59,162.87,14.23,48.0924,22.06,194.83,0.0019186981,23.09,18.77,59.58,162.24,95.54,81.29,155.0,131.87,418.6
11,201703,2017,3,Frühling,201509,2015,9,Herbst,0,18,29.59,162.87,14.75,49.8485,25.25,245.71,0.0017416461,26.41,21.15,67.73,179.06,95.61,80.05,171.19,143.34,459.11
11,201704,2017,4,Frühling,201509,2015,9,Herbst,0,19,29.59,162.87,14.2,47.9898,22.68,210.78,0.0018232452,24.14,19.22,52.04,170.0,93.93,79.6,159.69,135.33,366.42
11,201705,2017,5,Frühling,201509,2015,9,Herbst,0,20,29.59,162.87,13.96,47.1786,24.26,235.78,0.0017435589,25.59,20.64,36.63,183.25,94.82,80.65,173.76,147.8,262.38
11,201706,2017,6,Sommer,201509,2015,9,Herbst,0,21,29.59,162.87,13.98,47.2277,23.69,222.73,0.0018026376,24.53,20.82,39.31,175.5,96.6,84.89,169.52,148.98,281.25
11,201707,2017,7,Sommer,201509,2015,9,Herbst,0,22,29.59,162.87,13.29,44.91,22.21,220.9,0.0017038882,23.33,20.09,38.93,175.5,95.23,86.14,167.12,151.17,292.95
11,201708,2017,8,Sommer,201509,2015,9,Herbst,0,23,29.59,162.87,13.11,44.3127,21.49,211.6,0.0017211555,22.71,19.07,29.82,173.2,94.62,83.97,163.89,145.44,227.43
12,201510,2015,10,Herbst,201510,2015,10,Herbst,1,0,24.62,167.76,24.62,100.0,22.83,140.6,0.0027512296,24.11,19.73,15.26,97.91,94.69,81.83,92.71,80.12,61.98
12,201511,2015,11,Herbst,201510,2015,10,Herbst,0,1,24.62,167.76,14.47,58.7561,19.62,136.74,0.0024315766,22.22,16.75,13.67,153.59,88.3,75.39,135.63,115.79,94.46
12,201512,2015,12,Winter,201510,2015,10,Herbst,0,2,24.62,167.76,13.12,53.2705,20.51,167.2,0.0020789476,19.09,15.84,14.1,145.54,107.46,82.99,156.39,120.79,107.5
12,201601,2016,1,Winter,201510,2015,10,Herbst,0,3,24.62,167.76,12.6,51.1866,17.84,151.1,0.0020010092,18.41,14.67,13.93,146.06,96.93,79.68,141.57,116.37,110.5
12,201602,2016,2,Winter,201510,2015,10,Herbst,0,4,24.62,167.76,12.28,49.858,17.48,138.42,0.0021403974,18.36,14.16,20.1,149.53,95.24,77.12,142.42,115.32,163.77
12,201603,2016,3,Frühling,201510,2015,10,Herbst,0,5,24.62,167.76,12.4,50.3723,18.6,171.54,0.0018375461,19.65,14.94,17.28,158.4,94.68,76.04,149.98,120.44,139.35
12,201604,2016,4,Frühling,201510,2015,10,Herbst,0,6,24.62,167.76,11.73,47.6509,18.36,172.53,0.0018029444,18.79,14.74,21.9,160.18,97.67,78.42,156.45,125.61,186.69
12,201605,2016,5,Frühling,201510,2015,10,Herbst,0,7,24.62,167.76,11.69,47.4956,18.36,183.72,0.0016934543,19.81,15.38,21.16,169.35,92.7,77.66,157.0,131.51,180.95
12,201606,2016,6,Sommer,201510,2015,10,Herbst,0,8,24.62,167.76,11.7,47.517,18.14,182.3,0.0016860149,19.35,15.64,26.07,165.34,93.76,80.83,155.03,133.66,222.82
12,201607,2016,7,Sommer,201510,2015,10,Herbst,0,9,24.62,167.76,11.43,46.4349,18.32,191.25,0.0016229172,19.05,16.32,24.34,166.59,96.17,85.66,160.2,142.7,212.9
12,201608,2016,8,Sommer,201510,2015,10,Herbst,0,10,24.62,167.76,11.01,44.7099,16.3,174.95,0.0015790204,17.45,14.6,22.55,158.48,93.44,83.7,148.08,132.66,204.81
12,201609,2016,9,Herbst,201510,2015,10,Herbst,0,11,24.62,167.76,10.94,44.4313,16.38,168.55,0.0016471525,18.35,14.65,30.83,167.75,89.27,79.82,149.76,133.89,281.83
12,201610,2016,10,Herbst,201510,2015,10,Herbst,0,12,24.62,167.76,11.72,47.6134,18.4,197.33,0.001580198,20.04,16.29,38.06,170.91,91.84,81.32,156.96,138.98,324.67
12,201611,2016,11,Herbst,201510,2015,10,Herbst,0,13,24.62,167.76,11.79,47.8974,18.3,193.64,0.0016015627,19.43,15.57,66.29,164.76,94.19,80.14,155.18,132.04,562.12
12,201612,2016,12,Winter,201510,2015,10,Herbst,0,14,24.62,167.76,12.07,49.0384,20.74,237.22,0.0014815442,19.41,16.59,55.55,160.77,106.84,85.47,171.77,137.42,460.08
12,201701,2017,1,Winter,201510,2015,10,Herbst,0,15,24.62,167.76,11.37,46.1938,17.92,202.51,0.0014994287,17.51,14.84,31.19,153.95,102.33,84.73,157.54,130.45,274.25
12,201702,2017,2,Winter,201510,2015,10,Herbst,0,16,24.62,167.76,11.73,47.6563,18.18,194.83,0.0015808543,18.42,15.41,48.98,157.0,98.66,83.64,154.9,131.31,417.42
12,201703,2017,3,Frühling,201510,2015,10,Herbst,0,17,24.62,167.76,12.19,49.5259,21.14,245.71,0.0014579236,21.35,17.62,54.58,175.04,99.04,82.56,173.36,144.52,447.62
12,201704,2017,4,Frühling,201510,2015,10,Herbst,0,18,24.62,167.76,11.8,47.9295,18.89,210.78,0.001518567,19.37,15.98,40.84,164.13,97.52,82.48,160.06,135.37,346.09
12,201705,2017,5,Frühling,201510,2015,10,Herbst,0,19,24.62,167.76,11.55,46.9117,19.83,235.78,0.0014250678,20.19,16.9,28.91,174.8,98.2,83.71,171.66,146.32,250.32
12,201706,2017,6,Sommer,201510,2015,10,Herbst,0,20,24.62,167.76,11.43,46.4135,19.36,222.73,0.0014732904,19.42,17.09,30.55,169.96,99.7,87.99,169.45,149.54,267.36
12,201707,2017,7,Sommer,201510,2015,10,Herbst,0,21,24.62,167.76,11.03,44.7849,18.29,220.9,0.001402896,18.73,16.74,31.31,169.89,97.62,89.37,165.85,151.84,283.89
12,201708,2017,8,Sommer,201510,2015,10,Herbst,0,22,24.62,167.76,10.78,43.7939,17.8,211.6,0.001425457,18.03,15.76,22.42,167.19,98.73,87.41,165.07,146.13,207.9
13,201511,2015,11,Herbst,201511,2015,11,Herbst,1,0,21.82,172.1,21.82,100.0,20.88,136.74,0.0025877681,21.13,17.25,16.7,96.81,98.84,81.66,95.69,79.05,76.5
13,201512,2015,12,Winter,201511,2015,11,Herbst,0,1,21.82,172.1,13.17,60.3385,20.32,167.2,0.0020591607,19.35,15.82,13.99,146.95,105.0,81.78,154.3,120.17,106.22
13,201601,2016,1,Winter,201511,2015,11,Herbst,0,2,21.82,172.1,12.06,55.2675,16.93,151.1,0.0018986822,17.51,13.77,13.06,145.14,96.72,78.64,140.37,114.13,108.29
13,201602,2016,2,Winter,201511,2015,11,Herbst,0,3,21.82,172.1,11.51,52.7229,16.33,138.42,0.0019996542,17.1,13.11,19.2,148.64,95.51,76.67,141.96,113.96,166.84
13,201603,2016,3,Frühling,201511,2015,11,Herbst,0,4,21.82,172.1,11.46,52.5053,17.23,171.54,0.0017017648,18.16,13.81,16.76,158.51,94.85,76.04,150.35,120.53,146.27
13,201604,2016,4,Frühling,201511,2015,11,Herbst,0,5,21.82,172.1,10.69,48.9755,16.62,172.53,0.0016322999,17.07,13.33,19.81,159.72,97.35,78.09,155.49,124.73,185.37
13,201605,2016,5,Frühling,201511,2015,11,Herbst,0,6,21.82,172.1,10.52,48.1958,16.89,183.72,0.0015578766,17.72,14.01,20.05,168.51,95.29,79.03,160.58,133.18,190.58
13,201606,2016,6,Sommer,201511,2015,11,Herbst,0,7,21.82,172.1,10.48,48.0206,16.71,182.3,0.0015531317,17.63,14.27,23.42,168.2,94.79,80.97,159.44,136.18,223.45
13,201607,2016,7,Sommer,201511,2015,11,Herbst,0,8,21.82,172.1,10.25,46.9568,16.67,191.25,0.0014769902,17.34,14.87,21.99,169.21,96.14,85.77,162.67,145.14,214.63
13,201608,2016,8,Sommer,201511,2015,11,Herbst,0,9,21.82,172.1,9.75,44.66,14.46,174.95,0.0014007102,15.71,12.98,21.32,161.14,92.08,82.65,148.37,133.19,218.72
13,201609,2016,9,Herbst,201511,2015,11,Herbst,0,10,21.82,172.1,9.69,44.3941,14.56,168.55,0.0014636275,16.71,13.19,28.35,172.43,87.15,78.95,150.26,136.13,292.58
13,201610,2016,10,Herbst,201511,2015,11,Herbst,0,11,21.82,172.1,10.41,47.6942,16.22,197.33,0.0013932087,17.89,14.54,34.75,171.87,90.69,81.28,155.87,139.71,333.89
13,201611,2016,11,Herbst,201511,2015,11,Herbst,0,12,21.82,172.1,10.6,48.5827,16.55,193.64,0.0014486848,17.8,14.2,61.07,167.91,92.99,79.77,156.14,133.95,575.99
13,201612,2016,12,Winter,201511,2015,11,Herbst,0,13,21.82,172.1,10.95,50.1904,19.19,237.22,0.0013707641,18.18,15.4,53.39,166.01,105.53,84.67,175.19,140.55,487.48
13,201701,2017,1,Winter,201511,2015,11,Herbst,0,14,21.82,172.1,10.28,47.0958,16.28,202.51,0.0013619308,16.18,13.47,29.75,157.43,100.59,83.23,158.36,131.04,289.43
13,201702,2017,2,Winter,201511,2015,11,Herbst,0,15,21.82,172.1,10.59,48.5343,16.65,194.83,0.0014477046,17.18,14.16,46.9,162.15,96.91,82.44,157.15,133.67,442.82
13,201703,2017,3,Frühling,201511,2015,11,Herbst,0,16,21.82,172.1,10.91,49.9909,18.94,245.71,0.0013065151,19.42,15.89,51.28,178.04,97.53,81.8,173.65,145.65,470.0
13,201704,2017,4,Frühling,201511,2015,11,Herbst,0,17,21.82,172.1,10.5,48.1173,16.9,210.78,0.0013587326,17.37,14.33,37.92,165.42,97.3,82.52,160.95,136.5,361.07
13,201705,2017,5,Frühling,201511,2015,11,Herbst,0,18,21.82,172.1,10.12,46.3705,17.75,235.78,0.0012758994,18.24,15.1,26.45,180.24,97.33,82.77,175.43,149.19,261.39
13,201706,2017,6,Sommer,201511,2015,11,Herbst,0,19,21.82,172.1,10.14,46.4793,17.49,222.73,0.0013307689,17.65,15.45,28.63,174.04,99.08,87.5,172.44,152.28,282.27
13,201707,2017,7,Sommer,201511,2015,11,Herbst,0,20,21.82,172.1,9.7,44.4303,16.65,220.9,0.001277135,17.04,15.13,28.62,175.74,97.7,88.78,171.7,156.02,295.13
13,201708,2017,8,Sommer,201511,2015,11,Herbst,0,21,21.82,172.1,9.51,43.5539,15.89,211.6,0.0012725926,16.38,14.16,20.06,172.29,97.04,86.45,167.19,148.95,211.02
14,201512,2015,12,Winter,201512,2015,12,Winter,1,0,22.41,176.56,22.41,100.0,24.01,167.2,0.0024330606,19.6,17.9,21.31,87.45,122.47,91.33,107.11,79.87,95.08
14,201601,2016,1,Winter,201512,2015,12,Winter,0,1,22.41,176.56,11.86,52.9336,16.03,151.1,0.0017982399,16.59,13.07,12.95,139.82,96.66,78.8,135.15,110.18,109.18
14,201602,2016,2,Winter,201512,2015,12,Winter,0,2,22.41,176.56,11.16,49.7793,15.53,138.42,0.0019014522,16.06,12.34,18.59,143.98,96.68,76.8,139.2,110.57,166.58
14,201603,2016,3,Frühling,201512,2015,12,Winter,0,3,22.41,176.56,10.91,48.6553,16.43,171.54,0.0016225456,16.86,13.08,16.39,154.6,97.42,77.55,150.61,119.9,150.25
14,201604,2016,4,Frühling,201512,2015,12,Winter,0,4,22.41,176.56,10.19,45.4422,15.6,172.53,0.0015320361,15.94,12.46,20.1,156.51,97.85,78.17,153.14,122.34,197.37
14,201605,2016,5,Frühling,201512,2015,12,Winter,0,5,22.41,176.56,9.79,43.6827,15.2,183.72,0.0014015953,15.98,12.59,17.34,163.19,95.11,78.81,155.2,128.6,177.08
14,201606,2016,6,Sommer,201512,2015,12,Winter,0,6,22.41,176.56,9.79,43.6592,15.38,182.3,0.0014293987,16.08,13.03,22.03,164.28,95.65,81.06,157.14,133.17,225.16
14,201607,2016,7,Sommer,201512,2015,12,Winter,0,7,22.41,176.56,9.65,43.0471,15.31,191.25,0.001356236,15.68,13.62,20.65,162.51,97.62,86.84,158.64,141.13,213.97
14,201608,2016,8,Sommer,201512,2015,12,Winter,0,8,22.41,176.56,9.23,41.1699,13.52,174.95,0.0013096286,14.46,12.06,19.63,156.65,93.53,83.44,146.52,130.71,212.67
14,201609,2016,9,Herbst,201512,2015,12,Winter,0,9,22.41,176.56,8.99,40.1165,13.29,168.55,0.0013361846,14.96,11.93,26.02,166.41,88.82,79.74,147.81,132.7,289.41
14,201610,2016,10,Herbst,201512,2015,12,Winter,0,10,22.41,176.56,9.74,43.4355,15.05,197.33,0.0012925413,16.43,13.28,32.92,168.71,91.64,80.87,154.6,136.44,338.1
14,201611,2016,11,Herbst,201512,2015,12,Winter,0,11,22.41,176.56,10.1,45.0715,15.61,193.64,0.0013659008,16.47,13.31,59.02,163.04,94.76,80.78,154.5,131.71,584.19
14,201612,2016,12,Winter,201512,2015,12,Winter,0,12,22.41,176.56,10.54,47.0429,18.9,237.22,0.0013497813,17.34,15.03,53.12,164.42,108.99,86.71,179.2,142.57,503.82
14,201701,2017,1,Winter,201512,2015,12,Winter,0,13,22.41,176.56,9.81,43.771,15.36,202.51,0.0012850214,15.14,12.67,27.22,154.33,101.42,83.7,156.53,129.18,277.47
14,201702,2017,2,Winter,201512,2015,12,Winter,0,14,22.41,176.56,10.0,44.6007,15.92,194.83,0.0013845101,15.98,13.41,44.35,159.84,99.62,83.9,159.23,134.1,443.67
14,201703,2017,3,Frühling,201512,2015,12,Winter,0,15,22.41,176.56,10.27,45.8365,18.09,245.71,0.001247591,18.13,15.01,50.35,176.43,99.8,82.8,176.08,146.08,490.06
14,201704,2017,4,Frühling,201512,2015,12,Winter,0,16,22.41,176.56,9.85,43.9593,15.75,210.78,0.0012660472,16.02,13.24,36.2,162.55,98.32,82.67,159.83,134.38,367.41
14,201705,2017,5,Frühling,201512,2015,12,Winter,0,17,22.41,176.56,9.47,42.235,16.72,235.78,0.0012020193,16.93,14.14,25.65,178.82,98.8,83.52,176.67,149.34,270.91
14,201706,2017,6,Sommer,201512,2015,12,Winter,0,18,22.41,176.56,9.44,42.0997,16.13,222.73,0.0012273556,16.34,14.04,27.3,173.14,98.74,85.91,170.96,148.74,289.3
14,201707,2017,7,Sommer,201512,2015,12,Winter,0,19,22.41,176.56,9.25,41.2582,15.32,220.9,0.0011754717,15.82,13.83,28.04,171.07,96.86,87.42,165.7,149.55,303.22
14,201708,2017,8,Sommer,201512,2015,12,Winter,0,20,22.41,176.56,8.98,40.0636,14.7,211.6,0.0011775148,15.03,12.93,19.8,167.35,97.84,86.05,163.74,144.0,220.54
15,201601,2016,1,Winter,201601,2016,1,Winter,1,0,21.36,180.81,21.36,100.0,20.93,151.1,0.0023470055,19.96,16.88,18.33,93.46,104.83,84.55,97.98,79.02,85.84
15,201602,2016,2,Winter,201601,2016,1,Winter,0,1,21.36,180.81,12.9,60.3779,18.83,138.42,0.0023054948,19.69,15.26,22.18,152.65,95.66,77.51,146.03,118.31,171.99
15,201603,2016,3,Frühling,201601,2016,1,Winter,0,2,21.36,180.81,12.13,56.79,18.65,171.54,0.0018420047,19.63,15.13,17.79,161.85,94.98,77.09,153.73,124.77,146.7
15,201604,2016,4,Frühling,201601,2016,1,Winter,0,3,21.36,180.81,11.26,52.6956,17.43,172.53,0.001711968,17.97,14.12,21.63,159.67,96.99,78.6,154.86,125.49,192.15
15,201605,2016,5,Frühling,201601,2016,1,Winter,0,4,21.36,180.81,10.64,49.8055,16.85,183.72,0.0015542634,17.82,14.07,19.46,167.51,94.56,78.97,158.4,132.28,182.9
15,201606,2016,6,Sommer,201601,2016,1,Winter,0,5,21.36,180.81,10.61,49.6696,16.55,182.3,0.0015385813,17.39,14.24,23.31,163.89,95.2,81.9,156.02,134.22,219.76
15,201607,2016,7,Sommer,201601,2016,1,Winter,0,6,21.36,180.81,10.22,47.854,16.33,191.25,0.0014471186,16.99,14.79,21.32,166.18,96.15,87.05,159.79,144.67,208.56
15,201608,2016,8,Sommer,201601,2016,1,Winter,0,7,21.36,180.81,9.68,45.3221,14.4,174.95,0.0013949058,15.32,12.96,20.46,158.24,94.01,84.63,148.77,133.92,211.4
15,201609,2016,9,Herbst,201601,2016,1,Winter,0,8,21.36,180.81,9.41,44.0622,14.04,168.55,0.0014119205,15.78,12.63,27.5,167.69,88.98,80.05,149.22,134.25,292.16
15,201610,2016,10,Herbst,201601,2016,1,Winter,0,9,21.36,180.81,10.05,47.0697,15.61,197.33,0.0013401204,16.99,14.02,33.83,168.95,91.88,82.52,155.22,139.41,336.47
15,201611,2016,11,Herbst,201601,2016,1,Winter,0,10,21.36,180.81,10.31,48.2678,16.03,193.64,0.0014025933,17.09,13.86,59.73,165.79,93.77,81.09,155.46,134.44,579.4
15,201612,2016,12,Winter,201601,2016,1,Winter,0,11,21.36,180.81,10.8,50.5774,18.69,237.22,0.0013349142,17.46,15.04,52.21,161.67,107.0,86.14,172.98,139.25,483.26
15,201701,2017,1,Winter,201601,2016,1,Winter,0,12,21.36,180.81,10.07,47.1685,16.26,202.51,0.0013609658,15.7,13.44,28.61,155.83,103.6,85.59,161.44,133.38,284.02
15,201702,2017,2,Winter,201601,2016,1,Winter,0,13,21.36,180.81,10.3,48.2431,16.22,194.83,0.0014107005,16.43,13.85,45.0,159.47,98.7,84.28,157.41,134.41,436.69
15,201703,2017,3,Frühling,201601,2016,1,Winter,0,14,21.36,180.81,10.69,50.071,18.71,245.71,0.0012900815,18.75,15.7,50.03,175.32,99.77,83.75,174.91,146.83,467.79
15,201704,2017,4,Frühling,201601,2016,1,Winter,0,15,21.36,180.81,10.17,47.6193,16.24,210.78,0.0013057775,16.64,13.82,36.98,163.56,97.64,83.1,159.69,135.91,363.54
15,201705,2017,5,Frühling,201601,2016,1,Winter,0,16,21.36,180.81,9.75,45.637,16.94,235.78,0.0012172302,17.12,14.54,25.39,175.66,98.91,84.93,173.75,149.18,260.48
15,201706,2017,6,Sommer,201601,2016,1,Winter,0,17,21.36,180.81,9.71,45.4703,16.35,222.73,0.0012436583,16.52,14.51,27.08,170.1,98.95,87.8,168.31,149.36,278.78
15,201707,2017,7,Sommer,201601,2016,1,Winter,0,18,21.36,180.81,9.4,44.019,15.66,220.9,0.0012012212,16.04,14.41,27.37,170.65,97.6,89.79,166.55,153.22,291.12
15,201708,2017,8,Sommer,201601,2016,1,Winter,0,19,21.36,180.81,9.16,42.9013,14.7,211.6,0.0011774234,15.31,13.15,20.26,167.05,96.05,85.91,160.45,143.5,221.12
16,201602,2016,2,Winter,201602,2016,2,Winter,1,0,24.85,185.75,24.85,100.0,23.76,138.42,0.0029087406,24.38,18.79,33.2,98.11,97.45,77.06,95.6,75.61,133.59
16,201603,2016,3,Frühling,201602,2016,2,Winter,0,1,24.85,185.75,15.29,61.5307,22.07,171.54,0.0021796466,25.11,17.82,22.45,164.23,87.86,70.97,144.3,116.55,146.84
16,201604,2016,4,Frühling,201602,2016,2,Winter,0,2,24.85,185.75,13.66,54.9546,20.28,172.53,0.0019915541,21.96,16.4,25.27,160.79,92.34,74.67,148.47,120.06,185.02
16,201605,2016,5,Frühling,201602,2016,2,Winter,0,3,24.85,185.75,12.74,51.2712,19.46,183.72,0.0017948427,21.8,16.3,23.97,171.11,89.25,74.78,152.72,127.95,188.09
16,201606,2016,6,Sommer,201602,2016,2,Winter,0,4,24.85,185.75,12.55,50.5175,19.12,182.3,0.0017775503,20.87,16.4,28.15,166.25,91.62,78.58,152.32,130.64,224.22
16,201607,2016,7,Sommer,201602,2016,2,Winter,0,5,24.85,185.75,12.15,48.8987,18.79,191.25,0.0016649425,20.23,16.9,26.61,166.46,92.9,83.53,154.63,139.05,219.0
16,201608,2016,8,Sommer,201602,2016,2,Winter,0,6,24.85,185.75,11.45,46.0804,16.19,174.95,0.0015685737,18.0,14.65,24.69,157.18,89.97,81.41,141.41,127.96,215.56
16,201609,2016,9,Herbst,201602,2016,2,Winter,0,7,24.85,185.75,11.19,45.0135,15.85,168.55,0.0015936822,18.77,14.29,32.1,167.83,84.43,76.12,141.7,127.75,286.98
16,201610,2016,10,Herbst,201602,2016,2,Winter,0,8,24.85,185.75,11.88,47.7894,17.8,197.33,0.0015287629,20.22,15.95,40.4,170.23,88.06,78.9,149.9,134.31,340.15
16,201611,2016,11,Herbst,201602,2016,2,Winter,0,9,24.85,185.75,12.21,49.1269,18.14,193.64,0.0015874175,20.18,15.69,69.77,165.28,89.89,77.77,148.58,128.54,571.45
16,201612,2016,12,Winter,201602,2016,2,Winter,0,10,24.85,185.75,12.48,50.2043,21.23,237.22,0.0015165457,20.54,17.21,59.28,164.64,103.35,83.78,170.16,137.94,475.11
